poll_id,election_year,pollName,election_id,period_start_day,period_end_day,bloc,start_day,y,t
2007_1_31,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-04-04,102,14
2007_1_31,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-04-04,240,14
2007_1_31,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-04-04,398,14
2007_1_31,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-04-04,158,14
2007_1_31,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-04-04,13,14
2007_1_31,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-04-04,297,14
2007_1_31,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-04-04,57,14
2007_1_32,2007,CSA,2,2006-12-31,2007-04-22,Autre,2007-04-04,75,14
2007_1_32,2007,CSA,2,2006-12-31,2007-04-22,Centre,2007-04-04,185,14
2007_1_32,2007,CSA,2,2006-12-31,2007-04-22,Droite,2007-04-04,229,14
2007_1_32,2007,CSA,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-04-04,141,14
2007_1_32,2007,CSA,2,2006-12-31,2007-04-22,Ecologisme,2007-04-04,13,14
2007_1_32,2007,CSA,2,2006-12-31,2007-04-22,Gauche,2007-04-04,207,14
2007_1_32,2007,CSA,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-04-04,31,14
2007_1_33,2007,TNS Sofres,2,2006-12-31,2007-04-22,Autre,2007-04-04,105,14
2007_1_33,2007,TNS Sofres,2,2006-12-31,2007-04-22,Centre,2007-04-04,200,14
2007_1_33,2007,TNS Sofres,2,2006-12-31,2007-04-22,Droite,2007-04-04,280,14
2007_1_33,2007,TNS Sofres,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-04-04,130,14
2007_1_33,2007,TNS Sofres,2,2006-12-31,2007-04-22,Ecologisme,2007-04-04,10,14
2007_1_33,2007,TNS Sofres,2,2006-12-31,2007-04-22,Gauche,2007-04-04,235,14
2007_1_33,2007,TNS Sofres,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-04-04,40,14
2007_1_34,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-04-03,102,14
2007_1_34,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-04-03,223,14
2007_1_34,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-04-03,374,14
2007_1_34,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-04-03,157,14
2007_1_34,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-04-03,12,14
2007_1_34,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-04-03,290,14
2007_1_34,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-04-03,48,14
2007_1_35,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-04-02,96,14
2007_1_35,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-04-02,224,14
2007_1_35,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-04-02,381,14
2007_1_35,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-04-02,157,14
2007_1_35,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-04-02,12,14
2007_1_35,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-04-02,296,14
2007_1_35,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-04-02,42,14
2007_1_36,2007,BVA,2,2006-12-31,2007-04-22,Autre,2007-04-02,100,14
2007_1_36,2007,BVA,2,2006-12-31,2007-04-22,Centre,2007-04-02,155,14
2007_1_36,2007,BVA,2,2006-12-31,2007-04-22,Droite,2007-04-02,254,14
2007_1_36,2007,BVA,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-04-02,103,14
2007_1_36,2007,BVA,2,2006-12-31,2007-04-22,Ecologisme,2007-04-02,9,14
2007_1_36,2007,BVA,2,2006-12-31,2007-04-22,Gauche,2007-04-02,206,14
2007_1_36,2007,BVA,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-04-02,34,14
2007_1_37,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-03-31,90,13
2007_1_37,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-03-31,235,13
2007_1_37,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-03-31,401,13
2007_1_37,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-31,165,13
2007_1_37,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-03-31,19,13
2007_1_37,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-03-31,318,13
2007_1_37,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-31,45,13
2007_1_38,2007,Ifop,2,2006-12-31,2007-04-22,Autre,2007-03-31,81,13
2007_1_38,2007,Ifop,2,2006-12-31,2007-04-22,Centre,2007-03-31,169,13
2007_1_38,2007,Ifop,2,2006-12-31,2007-04-22,Droite,2007-03-31,233,13
2007_1_38,2007,Ifop,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-31,118,13
2007_1_38,2007,Ifop,2,2006-12-31,2007-04-22,Ecologisme,2007-03-31,8,13
2007_1_38,2007,Ifop,2,2006-12-31,2007-04-22,Gauche,2007-03-31,195,13
2007_1_38,2007,Ifop,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-31,42,13
2007_1_39,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-03-30,93,13
2007_1_39,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-03-30,255,13
2007_1_39,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-03-30,423,13
2007_1_39,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-30,181,13
2007_1_39,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-03-30,13,13
2007_1_39,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-03-30,323,13
2007_1_39,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-30,54,13
2007_1_4,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-04-19,160,16
2007_1_4,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-04-19,272,16
2007_1_4,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-04-19,479,16
2007_1_4,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-04-19,216,16
2007_1_4,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-04-19,24,16
2007_1_4,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-04-19,376,16
2007_1_4,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-04-19,72,16
2007_1_40,2007,LH2,2,2006-12-31,2007-04-22,Autre,2007-03-30,80,13
2007_1_40,2007,LH2,2,2006-12-31,2007-04-22,Centre,2007-03-30,181,13
2007_1_40,2007,LH2,2,2006-12-31,2007-04-22,Droite,2007-03-30,291,13
2007_1_40,2007,LH2,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-30,130,13
2007_1_40,2007,LH2,2,2006-12-31,2007-04-22,Ecologisme,2007-03-30,10,13
2007_1_40,2007,LH2,2,2006-12-31,2007-04-22,Gauche,2007-03-30,261,13
2007_1_40,2007,LH2,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-30,50,13
2007_1_41,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-03-29,93,13
2007_1_41,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-03-29,255,13
2007_1_41,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-03-29,416,13
2007_1_41,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-29,174,13
2007_1_41,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-03-29,13,13
2007_1_41,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-03-29,329,13
2007_1_41,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-29,60,13
2007_1_42,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-03-28,108,13
2007_1_42,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-03-28,236,13
2007_1_42,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-03-28,409,13
2007_1_42,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-28,153,13
2007_1_42,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-03-28,6,13
2007_1_42,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-03-28,306,13
2007_1_42,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-28,57,13
2007_1_43,2007,CSA,2,2006-12-31,2007-04-22,Autre,2007-03-28,101,13
2007_1_43,2007,CSA,2,2006-12-31,2007-04-22,Centre,2007-03-28,180,13
2007_1_43,2007,CSA,2,2006-12-31,2007-04-22,Droite,2007-03-28,240,13
2007_1_43,2007,CSA,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-28,138,13
2007_1_43,2007,CSA,2,2006-12-31,2007-04-22,Ecologisme,2007-03-28,9,13
2007_1_43,2007,CSA,2,2006-12-31,2007-04-22,Gauche,2007-03-28,226,13
2007_1_43,2007,CSA,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-28,28,13
2007_1_44,2007,TNS Sofres,2,2006-12-31,2007-04-22,Autre,2007-03-28,85,13
2007_1_44,2007,TNS Sofres,2,2006-12-31,2007-04-22,Centre,2007-03-28,180,13
2007_1_44,2007,TNS Sofres,2,2006-12-31,2007-04-22,Droite,2007-03-28,300,13
2007_1_44,2007,TNS Sofres,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-28,120,13
2007_1_44,2007,TNS Sofres,2,2006-12-31,2007-04-22,Ecologisme,2007-03-28,10,13
2007_1_44,2007,TNS Sofres,2,2006-12-31,2007-04-22,Gauche,2007-03-28,270,13
2007_1_44,2007,TNS Sofres,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-28,35,13
2007_1_45,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-03-27,107,13
2007_1_45,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-03-27,193,13
2007_1_45,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-03-27,348,13
2007_1_45,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-27,132,13
2007_1_45,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-03-27,6,13
2007_1_45,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-03-27,276,13
2007_1_45,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-27,44,13
2007_1_46,2007,Ifop,2,2006-12-31,2007-04-22,Autre,2007-03-26,96,13
2007_1_46,2007,Ifop,2,2006-12-31,2007-04-22,Centre,2007-03-26,200,13
2007_1_46,2007,Ifop,2,2006-12-31,2007-04-22,Droite,2007-03-26,267,13
2007_1_46,2007,Ifop,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-26,129,13
2007_1_46,2007,Ifop,2,2006-12-31,2007-04-22,Ecologisme,2007-03-26,10,13
2007_1_46,2007,Ifop,2,2006-12-31,2007-04-22,Gauche,2007-03-26,219,13
2007_1_46,2007,Ifop,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-26,33,13
2007_1_47,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-03-26,90,13
2007_1_47,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-03-26,181,13
2007_1_47,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-03-26,312,13
2007_1_47,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-26,126,13
2007_1_47,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-03-26,5,13
2007_1_47,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-03-26,246,13
2007_1_47,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-26,45,13
2007_1_48,2007,BVA,2,2006-12-31,2007-04-22,Autre,2007-03-26,65,13
2007_1_48,2007,BVA,2,2006-12-31,2007-04-22,Centre,2007-03-26,175,13
2007_1_48,2007,BVA,2,2006-12-31,2007-04-22,Droite,2007-03-26,244,13
2007_1_48,2007,BVA,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-26,105,13
2007_1_48,2007,BVA,2,2006-12-31,2007-04-22,Ecologisme,2007-03-26,9,13
2007_1_48,2007,BVA,2,2006-12-31,2007-04-22,Gauche,2007-03-26,236,13
2007_1_48,2007,BVA,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-26,39,13
2007_1_49,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-03-24,100,12
2007_1_49,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-03-24,205,12
2007_1_49,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-03-24,339,12
2007_1_49,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-24,144,12
2007_1_49,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-03-24,6,12
2007_1_49,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-03-24,278,12
2007_1_49,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-24,39,12
2007_1_5,2007,CSA,2,2006-12-31,2007-04-22,Autre,2007-04-18,75,16
2007_1_5,2007,CSA,2,2006-12-31,2007-04-22,Centre,2007-04-18,170,16
2007_1_5,2007,CSA,2,2006-12-31,2007-04-22,Droite,2007-04-18,271,16
2007_1_5,2007,CSA,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-04-18,160,16
2007_1_5,2007,CSA,2,2006-12-31,2007-04-22,Ecologisme,2007-04-18,15,16
2007_1_5,2007,CSA,2,2006-12-31,2007-04-22,Gauche,2007-04-18,261,16
2007_1_5,2007,CSA,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-04-18,50,16
2007_1_50,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-03-23,99,12
2007_1_50,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-03-23,231,12
2007_1_50,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-03-23,387,12
2007_1_50,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-23,162,12
2007_1_50,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-03-23,6,12
2007_1_50,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-03-23,318,12
2007_1_50,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-23,44,12
2007_1_51,2007,LH2,2,2006-12-31,2007-04-22,Autre,2007-03-23,100,12
2007_1_51,2007,LH2,2,2006-12-31,2007-04-22,Centre,2007-03-23,201,12
2007_1_51,2007,LH2,2,2006-12-31,2007-04-22,Droite,2007-03-23,271,12
2007_1_51,2007,LH2,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-23,120,12
2007_1_51,2007,LH2,2,2006-12-31,2007-04-22,Ecologisme,2007-03-23,10,12
2007_1_51,2007,LH2,2,2006-12-31,2007-04-22,Gauche,2007-03-23,271,12
2007_1_51,2007,LH2,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-23,30,12
2007_1_52,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-03-22,99,12
2007_1_52,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-03-22,237,12
2007_1_52,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-03-22,374,12
2007_1_52,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-22,168,12
2007_1_52,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-03-22,12,12
2007_1_52,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-03-22,317,12
2007_1_52,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-22,37,12
2007_1_53,2007,Ifop,2,2006-12-31,2007-04-22,Autre,2007-03-22,68,12
2007_1_53,2007,Ifop,2,2006-12-31,2007-04-22,Centre,2007-03-22,192,12
2007_1_53,2007,Ifop,2,2006-12-31,2007-04-22,Droite,2007-03-22,227,12
2007_1_53,2007,Ifop,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-22,126,12
2007_1_53,2007,Ifop,2,2006-12-31,2007-04-22,Ecologisme,2007-03-22,9,12
2007_1_53,2007,Ifop,2,2006-12-31,2007-04-22,Gauche,2007-03-22,218,12
2007_1_53,2007,Ifop,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-22,31,12
2007_1_54,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-03-21,92,12
2007_1_54,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-03-21,211,12
2007_1_54,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-03-21,354,12
2007_1_54,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-21,149,12
2007_1_54,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-03-21,11,12
2007_1_54,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-03-21,286,12
2007_1_54,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-21,40,12
2007_1_55,2007,CSA,2,2006-12-31,2007-04-22,Autre,2007-03-21,84,12
2007_1_55,2007,CSA,2,2006-12-31,2007-04-22,Centre,2007-03-21,188,12
2007_1_55,2007,CSA,2,2006-12-31,2007-04-22,Droite,2007-03-21,232,12
2007_1_55,2007,CSA,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-21,116,12
2007_1_55,2007,CSA,2,2006-12-31,2007-04-22,Ecologisme,2007-03-21,9,12
2007_1_55,2007,CSA,2,2006-12-31,2007-04-22,Gauche,2007-03-21,232,12
2007_1_55,2007,CSA,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-21,31,12
2007_1_56,2007,TNS Sofres,2,2006-12-31,2007-04-22,Autre,2007-03-21,85,12
2007_1_56,2007,TNS Sofres,2,2006-12-31,2007-04-22,Centre,2007-03-21,215,12
2007_1_56,2007,TNS Sofres,2,2006-12-31,2007-04-22,Droite,2007-03-21,280,12
2007_1_56,2007,TNS Sofres,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-21,110,12
2007_1_56,2007,TNS Sofres,2,2006-12-31,2007-04-22,Ecologisme,2007-03-21,10,12
2007_1_56,2007,TNS Sofres,2,2006-12-31,2007-04-22,Gauche,2007-03-21,265,12
2007_1_56,2007,TNS Sofres,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-21,35,12
2007_1_57,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-03-20,70,12
2007_1_57,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-03-20,191,12
2007_1_57,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-03-20,317,12
2007_1_57,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-20,136,12
2007_1_57,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-03-20,10,12
2007_1_57,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-03-20,246,12
2007_1_57,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-20,35,12
2007_1_58,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-03-19,80,12
2007_1_58,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-03-19,187,12
2007_1_58,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-03-19,308,12
2007_1_58,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-19,131,12
2007_1_58,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-03-19,10,12
2007_1_58,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-03-19,257,12
2007_1_58,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-19,35,12
2007_1_59,2007,BVA,2,2006-12-31,2007-04-22,Autre,2007-03-19,85,12
2007_1_59,2007,BVA,2,2006-12-31,2007-04-22,Centre,2007-03-19,145,12
2007_1_59,2007,BVA,2,2006-12-31,2007-04-22,Droite,2007-03-19,265,12
2007_1_59,2007,BVA,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-19,111,12
2007_1_59,2007,BVA,2,2006-12-31,2007-04-22,Ecologisme,2007-03-19,9,12
2007_1_59,2007,BVA,2,2006-12-31,2007-04-22,Gauche,2007-03-19,205,12
2007_1_59,2007,BVA,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-19,34,12
2007_1_6,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-04-18,126,16
2007_1_6,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-04-18,218,16
2007_1_6,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-04-18,363,16
2007_1_6,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-04-18,157,16
2007_1_6,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-04-18,18,16
2007_1_6,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-04-18,278,16
2007_1_6,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-04-18,48,16
2007_1_60,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-03-17,74,11
2007_1_60,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-03-17,219,11
2007_1_60,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-03-17,315,11
2007_1_60,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-17,134,11
2007_1_60,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-03-17,11,11
2007_1_60,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-03-17,273,11
2007_1_60,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-17,43,11
2007_1_7,2007,TNS Sofres,2,2006-12-31,2007-04-22,Autre,2007-04-18,85,16
2007_1_7,2007,TNS Sofres,2,2006-12-31,2007-04-22,Centre,2007-04-18,195,16
2007_1_7,2007,TNS Sofres,2,2006-12-31,2007-04-22,Droite,2007-04-18,280,16
2007_1_7,2007,TNS Sofres,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-04-18,140,16
2007_1_7,2007,TNS Sofres,2,2006-12-31,2007-04-22,Ecologisme,2007-04-18,10,16
2007_1_7,2007,TNS Sofres,2,2006-12-31,2007-04-22,Gauche,2007-04-18,240,16
2007_1_7,2007,TNS Sofres,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-04-18,50,16
2007_1_8,2007,Ifop,2,2006-12-31,2007-04-22,Autre,2007-04-17,105,16
2007_1_8,2007,Ifop,2,2006-12-31,2007-04-22,Centre,2007-04-17,190,16
2007_1_8,2007,Ifop,2,2006-12-31,2007-04-22,Droite,2007-04-17,267,16
2007_1_8,2007,Ifop,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-04-17,124,16
2007_1_8,2007,Ifop,2,2006-12-31,2007-04-22,Ecologisme,2007-04-17,14,16
2007_1_8,2007,Ifop,2,2006-12-31,2007-04-22,Gauche,2007-04-17,214,16
2007_1_8,2007,Ifop,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-04-17,38,16
2007_1_9,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-04-17,120,16
2007_1_9,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-04-17,224,16
2007_1_9,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-04-17,364,16
2007_1_9,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-04-17,158,16
2007_1_9,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-04-17,18,16
2007_1_9,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-04-17,285,16
2007_1_9,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-04-17,42,16
2007_2_1,2007,Ifop,2,2006-12-31,2007-04-22,Autre,2007-03-19,69,12
2007_2_1,2007,Ifop,2,2006-12-31,2007-04-22,Centre,2007-03-19,183,12
2007_2_1,2007,Ifop,2,2006-12-31,2007-04-22,Droite,2007-03-19,244,12
2007_2_1,2007,Ifop,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-19,122,12
2007_2_1,2007,Ifop,2,2006-12-31,2007-04-22,Ecologisme,2007-03-19,9,12
2007_2_1,2007,Ifop,2,2006-12-31,2007-04-22,Gauche,2007-03-19,209,12
2007_2_1,2007,Ifop,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-19,35,12
2007_2_10,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-03-12,70,11
2007_2_10,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-03-12,231,11
2007_2_10,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-03-12,286,11
2007_2_10,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-12,136,11
2007_2_10,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-03-12,10,11
2007_2_10,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-03-12,241,11
2007_2_10,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-12,30,11
2007_2_11,2007,BVA,2,2006-12-31,2007-04-22,Autre,2007-03-12,85,11
2007_2_11,2007,BVA,2,2006-12-31,2007-04-22,Centre,2007-03-12,181,11
2007_2_11,2007,BVA,2,2006-12-31,2007-04-22,Droite,2007-03-12,250,11
2007_2_11,2007,BVA,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-12,112,11
2007_2_11,2007,BVA,2,2006-12-31,2007-04-22,Ecologisme,2007-03-12,9,11
2007_2_11,2007,BVA,2,2006-12-31,2007-04-22,Gauche,2007-03-12,198,11
2007_2_11,2007,BVA,2,2006-12-31,2007-04-22,Gauche radicale et extreme gauche,2007-03-12,26,11
2007_2_12,2007,Ipsos,2,2006-12-31,2007-04-22,Autre,2007-03-10,67,10
2007_2_12,2007,Ipsos,2,2006-12-31,2007-04-22,Centre,2007-03-10,265,10
2007_2_12,2007,Ipsos,2,2006-12-31,2007-04-22,Droite,2007-03-10,309,10
2007_2_12,2007,Ipsos,2,2006-12-31,2007-04-22,Droite radicale et extreme droite,2007-03-10,144,10
2007_2_12,2007,Ipsos,2,2006-12-31,2007-04-22,Ecologisme,2007-03-10,11,10
2007_2_12,2007,Ipsos,2,2006-12-31,2007-04-22,Gauche,2007-03-10,276,10
