"","poll_id","start_day","end_day","pollName","pollster_id","abstention","election_year","bloc","y","n"
"618","2002_4_23",2000-04-13,2000-04-15,"BVA",1,0,2002,"Centre",37,534
"619","2002_4_23",2000-04-13,2000-04-15,"BVA",1,0,2002,"Droite",203,534
"620","2002_4_23",2000-04-13,2000-04-15,"BVA",1,0,2002,"Droite radicale et extreme droite",40,534
"621","2002_4_24",2000-03-16,2000-03-18,"BVA",1,0,2002,"Gauche radicale et extrême gauche",133,984
"622","2002_4_24",2000-03-16,2000-03-18,"BVA",1,0,2002,"Gauche",344,984
"623","2002_4_24",2000-03-16,2000-03-18,"BVA",1,0,2002,"Centre",69,984
"624","2002_4_24",2000-03-16,2000-03-18,"BVA",1,0,2002,"Droite",369,984
"625","2002_4_24",2000-03-16,2000-03-18,"BVA",1,0,2002,"Droite radicale et extreme droite",69,984
"626","2002_4_25",2000-03-10,2000-03-11,"Ipsos",4,0,2002,"Gauche radicale et extrême gauche",101,920
"627","2002_4_25",2000-03-10,2000-03-11,"Ipsos",4,0,2002,"Gauche",313,920
"628","2002_4_25",2000-03-10,2000-03-11,"Ipsos",4,0,2002,"Centre",28,920
"629","2002_4_25",2000-03-10,2000-03-11,"Ipsos",4,0,2002,"Droite",405,920
"630","2002_4_25",2000-03-10,2000-03-11,"Ipsos",4,0,2002,"Droite radicale et extreme droite",73,920
"631","2002_4_26",2000-03-02,2000-03-03,"Ifop",3,0,2002,"Gauche radicale et extrême gauche",122,940
"632","2002_4_26",2000-03-02,2000-03-03,"Ifop",3,0,2002,"Gauche",310,940
"633","2002_4_26",2000-03-02,2000-03-03,"Ifop",3,0,2002,"Centre",56,940
"634","2002_4_26",2000-03-02,2000-03-03,"Ifop",3,0,2002,"Droite",367,940
"635","2002_4_26",2000-03-02,2000-03-03,"Ifop",3,0,2002,"Droite radicale et extreme droite",85,940
"636","2002_4_27",2000-03-02,2000-03-03,"Ifop",3,0,2002,"Gauche radicale et extrême gauche",131,940
"637","2002_4_27",2000-03-02,2000-03-03,"Ifop",3,0,2002,"Gauche",338,940
"638","2002_4_27",2000-03-02,2000-03-03,"Ifop",3,0,2002,"Centre",75,940
"639","2002_4_27",2000-03-02,2000-03-03,"Ifop",3,0,2002,"Droite",311,940
"640","2002_4_27",2000-03-02,2000-03-03,"Ifop",3,0,2002,"Droite radicale et extreme droite",85,940
"641","2002_4_28",2000-02-28,2000-02-29,"CSA",2,0,2002,"Gauche radicale et extrême gauche",130,1000
"642","2002_4_28",2000-02-28,2000-02-29,"CSA",2,0,2002,"Gauche",330,1000
"643","2002_4_28",2000-02-28,2000-02-29,"CSA",2,0,2002,"Centre",50,1000
"644","2002_4_28",2000-02-28,2000-02-29,"CSA",2,0,2002,"Droite",380,1000
"645","2002_4_28",2000-02-28,2000-02-29,"CSA",2,0,2002,"Droite radicale et extreme droite",110,1000
"646","2002_4_29",2000-02-17,2000-02-19,"BVA",1,0,2002,"Gauche radicale et extrême gauche",77,617
"647","2002_4_29",2000-02-17,2000-02-19,"BVA",1,0,2002,"Gauche",219,617
"648","2002_4_29",2000-02-17,2000-02-19,"BVA",1,0,2002,"Centre",56,617
"649","2002_4_29",2000-02-17,2000-02-19,"BVA",1,0,2002,"Droite",210,617
"650","2002_4_29",2000-02-17,2000-02-19,"BVA",1,0,2002,"Droite radicale et extreme droite",55,617
"651","2002_4_3",2001-02-01,2001-02-03,"BVA",1,0,2002,"Gauche radicale et extrême gauche",87,667
"652","2002_4_3",2001-02-01,2001-02-03,"BVA",1,0,2002,"Gauche",247,667
"653","2002_4_3",2001-02-01,2001-02-03,"BVA",1,0,2002,"Centre",80,667
"654","2002_4_3",2001-02-01,2001-02-03,"BVA",1,0,2002,"Droite",206,667
"655","2002_4_3",2001-02-01,2001-02-03,"BVA",1,0,2002,"Droite radicale et extreme droite",47,667
"656","2002_4_30",2000-01-13,2000-01-15,"BVA",1,0,2002,"Gauche radicale et extrême gauche",65,567
"657","2002_4_30",2000-01-13,2000-01-15,"BVA",1,0,2002,"Gauche",196,567
"658","2002_4_30",2000-01-13,2000-01-15,"BVA",1,0,2002,"Centre",40,567
"659","2002_4_30",2000-01-13,2000-01-15,"BVA",1,0,2002,"Droite",198,567
"660","2002_4_30",2000-01-13,2000-01-15,"BVA",1,0,2002,"Droite radicale et extreme droite",68,567
"661","2002_4_31",2000-01-04,2000-01-05,"CSA",2,0,2002,"Gauche radicale et extrême gauche",130,1000
"662","2002_4_31",2000-01-04,2000-01-05,"CSA",2,0,2002,"Gauche",360,1000
"663","2002_4_31",2000-01-04,2000-01-05,"CSA",2,0,2002,"Centre",55,1000
"664","2002_4_31",2000-01-04,2000-01-05,"CSA",2,0,2002,"Droite",365,1000
"665","2002_4_31",2000-01-04,2000-01-05,"CSA",2,0,2002,"Droite radicale et extreme droite",90,1000
"666","2002_4_32",1999-12-27,1999-12-29,"Sofres",6,0,2002,"Gauche radicale et extrême gauche",140,998
"667","2002_4_32",1999-12-27,1999-12-29,"Sofres",6,0,2002,"Gauche",349,998
"668","2002_4_32",1999-12-27,1999-12-29,"Sofres",6,0,2002,"Centre",60,998
"669","2002_4_32",1999-12-27,1999-12-29,"Sofres",6,0,2002,"Droite",359,998
"670","2002_4_32",1999-12-27,1999-12-29,"Sofres",6,0,2002,"Droite radicale et extreme droite",90,998
"671","2002_4_33",1999-11-03,1999-11-04,"CSA",2,0,2002,"Gauche radicale et extrême gauche",130,1000
"672","2002_4_33",1999-11-03,1999-11-04,"CSA",2,0,2002,"Gauche",430,1000
"673","2002_4_33",1999-11-03,1999-11-04,"CSA",2,0,2002,"Centre",50,1000
"674","2002_4_33",1999-11-03,1999-11-04,"CSA",2,0,2002,"Droite",300,1000
"675","2002_4_33",1999-11-03,1999-11-04,"CSA",2,0,2002,"Droite radicale et extreme droite",90,1000
"676","2002_4_34",1999-09-01,1999-09-02,"CSA",2,0,2002,"Gauche radicale et extrême gauche",110,1000
"677","2002_4_34",1999-09-01,1999-09-02,"CSA",2,0,2002,"Gauche",430,1000
"678","2002_4_34",1999-09-01,1999-09-02,"CSA",2,0,2002,"Centre",60,1000
"679","2002_4_34",1999-09-01,1999-09-02,"CSA",2,0,2002,"Droite",310,1000
"680","2002_4_34",1999-09-01,1999-09-02,"CSA",2,0,2002,"Droite radicale et extreme droite",90,1000
"681","2002_4_35",1999-07-01,1999-07-02,"CSA",2,0,2002,"Gauche radicale et extrême gauche",120,1002
"682","2002_4_35",1999-07-01,1999-07-02,"CSA",2,0,2002,"Gauche",441,1002
"683","2002_4_35",1999-07-01,1999-07-02,"CSA",2,0,2002,"Centre",60,1002
"684","2002_4_35",1999-07-01,1999-07-02,"CSA",2,0,2002,"Droite",311,1002
"685","2002_4_35",1999-07-01,1999-07-02,"CSA",2,0,2002,"Droite radicale et extreme droite",70,1002
"686","2002_4_36",1999-05-06,1999-05-07,"CSA",2,0,2002,"Gauche radicale et extrême gauche",115,1002
"687","2002_4_36",1999-05-06,1999-05-07,"CSA",2,0,2002,"Gauche",386,1002
"688","2002_4_36",1999-05-06,1999-05-07,"CSA",2,0,2002,"Centre",50,1002
"689","2002_4_36",1999-05-06,1999-05-07,"CSA",2,0,2002,"Droite",341,1002
"690","2002_4_36",1999-05-06,1999-05-07,"CSA",2,0,2002,"Droite radicale et extreme droite",110,1002
"691","2002_4_37",1999-03-05,1999-03-06,"CSA",2,0,2002,"Gauche radicale et extrême gauche",135,1002
"692","2002_4_37",1999-03-05,1999-03-06,"CSA",2,0,2002,"Gauche",366,1002
"693","2002_4_37",1999-03-05,1999-03-06,"CSA",2,0,2002,"Centre",50,1002
"694","2002_4_37",1999-03-05,1999-03-06,"CSA",2,0,2002,"Droite",351,1002
"695","2002_4_37",1999-03-05,1999-03-06,"CSA",2,0,2002,"Droite radicale et extreme droite",100,1002
"696","2002_4_38",1998-12-18,1998-12-19,"CSA",2,0,2002,"Gauche radicale et extrême gauche",130,1005
"697","2002_4_38",1998-12-18,1998-12-19,"CSA",2,0,2002,"Gauche",372,1005
"698","2002_4_38",1998-12-18,1998-12-19,"CSA",2,0,2002,"Centre",50,1005
"699","2002_4_38",1998-12-18,1998-12-19,"CSA",2,0,2002,"Droite",312,1005
"700","2002_4_38",1998-12-18,1998-12-19,"CSA",2,0,2002,"Droite radicale et extreme droite",141,1005
"701","2002_4_39",1998-12-10,1998-12-13,"BVA",1,0,2002,"Gauche radicale et extrême gauche",74,612
"702","2002_4_39",1998-12-10,1998-12-13,"BVA",1,0,2002,"Gauche",208,612
"703","2002_4_39",1998-12-10,1998-12-13,"BVA",1,0,2002,"Centre",73,612
"704","2002_4_39",1998-12-10,1998-12-13,"BVA",1,0,2002,"Droite",196,612
"705","2002_4_39",1998-12-10,1998-12-13,"BVA",1,0,2002,"Droite radicale et extreme droite",61,612
"706","2002_4_4",2001-01-11,2001-01-13,"BVA",1,0,2002,"Gauche radicale et extrême gauche",82,634
"707","2002_4_4",2001-01-11,2001-01-13,"BVA",1,0,2002,"Gauche",215,634
"708","2002_4_4",2001-01-11,2001-01-13,"BVA",1,0,2002,"Centre",76,634
"709","2002_4_4",2001-01-11,2001-01-13,"BVA",1,0,2002,"Droite",210,634
"710","2002_4_4",2001-01-11,2001-01-13,"BVA",1,0,2002,"Droite radicale et extreme droite",51,634
"711","2002_4_40",1998-08-21,1998-08-22,"CSA",2,0,2002,"Gauche radicale et extrême gauche",150,1002
"712","2002_4_40",1998-08-21,1998-08-22,"CSA",2,0,2002,"Gauche",391,1002
"713","2002_4_40",1998-08-21,1998-08-22,"CSA",2,0,2002,"Centre",50,1002
"714","2002_4_40",1998-08-21,1998-08-22,"CSA",2,0,2002,"Droite",301,1002
"715","2002_4_40",1998-08-21,1998-08-22,"CSA",2,0,2002,"Droite radicale et extreme droite",110,1002
"716","2002_4_5",2001-01-05,2001-01-06,"CSA",2,0,2002,"Gauche radicale et extrême gauche",130,1000
"717","2002_4_5",2001-01-05,2001-01-06,"CSA",2,0,2002,"Gauche",370,1000
"718","2002_4_5",2001-01-05,2001-01-06,"CSA",2,0,2002,"Centre",120,1000
"719","2002_4_5",2001-01-05,2001-01-06,"CSA",2,0,2002,"Droite",280,1000
"720","2002_4_5",2001-01-05,2001-01-06,"CSA",2,0,2002,"Droite radicale et extreme droite",100,1000
"721","2002_4_6",2000-12-05,2000-12-05,"Ipsos",4,0,2002,"Gauche radicale et extrême gauche",74,817
"722","2002_4_6",2000-12-05,2000-12-05,"Ipsos",4,0,2002,"Gauche",327,817
"723","2002_4_6",2000-12-05,2000-12-05,"Ipsos",4,0,2002,"Centre",106,817
"724","2002_4_6",2000-12-05,2000-12-05,"Ipsos",4,0,2002,"Droite",261,817
"725","2002_4_6",2000-12-05,2000-12-05,"Ipsos",4,0,2002,"Droite radicale et extreme droite",49,817
"726","2002_4_7",2000-12-01,2000-12-02,"Sofres",6,0,2002,"Gauche radicale et extrême gauche",120,1000
"727","2002_4_7",2000-12-01,2000-12-02,"Sofres",6,0,2002,"Gauche",410,1000
"728","2002_4_7",2000-12-01,2000-12-02,"Sofres",6,0,2002,"Centre",125,1000
"729","2002_4_7",2000-12-01,2000-12-02,"Sofres",6,0,2002,"Droite",280,1000
"730","2002_4_7",2000-12-01,2000-12-02,"Sofres",6,0,2002,"Droite radicale et extreme droite",65,1000
"731","2002_4_8",2000-11-30,2000-12-02,"BVA",1,0,2002,"Gauche radicale et extrême gauche",133,947
"732","2002_4_8",2000-11-30,2000-12-02,"BVA",1,0,2002,"Gauche",322,947
"733","2002_4_8",2000-11-30,2000-12-02,"BVA",1,0,2002,"Centre",104,947
"734","2002_4_8",2000-11-30,2000-12-02,"BVA",1,0,2002,"Droite",303,947
"735","2002_4_8",2000-11-30,2000-12-02,"BVA",1,0,2002,"Droite radicale et extreme droite",85,947
"736","2002_4_9",2000-11-27,2000-11-27,"Ifop",3,0,2002,"Gauche radicale et extrême gauche",96,802
"737","2002_4_9",2000-11-27,2000-11-27,"Ifop",3,0,2002,"Gauche",321,802
"738","2002_4_9",2000-11-27,2000-11-27,"Ifop",3,0,2002,"Centre",80,802
"739","2002_4_9",2000-11-27,2000-11-27,"Ifop",3,0,2002,"Droite",241,802
"740","2002_4_9",2000-11-27,2000-11-27,"Ifop",3,0,2002,"Droite radicale et extreme droite",64,802
"741","2007_1_1",2007-04-20,2007-04-21,"TNS Sofres",7,0,2007,"Gauche radicale et extrême gauche",80,1000
"742","2007_1_1",2007-04-20,2007-04-21,"TNS Sofres",7,0,2007,"Gauche",300,1000
"743","2007_1_1",2007-04-20,2007-04-21,"TNS Sofres",7,0,2007,"Centre",180,1000
"744","2007_1_1",2007-04-20,2007-04-21,"TNS Sofres",7,0,2007,"Droite",310,1000
"745","2007_1_1",2007-04-20,2007-04-21,"TNS Sofres",7,0,2007,"Droite radicale et extreme droite",130,1000
"746","2007_1_10",2007-04-16,2007-04-17,"BVA",1,0,2007,"Gauche radicale et extrême gauche",98,888
"747","2007_1_10",2007-04-16,2007-04-17,"BVA",1,0,2007,"Gauche",276,888
"748","2007_1_10",2007-04-16,2007-04-17,"BVA",1,0,2007,"Centre",133,888
"749","2007_1_10",2007-04-16,2007-04-17,"BVA",1,0,2007,"Droite",266,888
"750","2007_1_10",2007-04-16,2007-04-17,"BVA",1,0,2007,"Droite radicale et extreme droite",115,888
"751","2007_1_11",2007-04-16,2007-04-17,"Ipsos",4,0,2007,"Gauche radicale et extrême gauche",75,1008
"752","2007_1_11",2007-04-16,2007-04-17,"Ipsos",4,0,2007,"Gauche",292,1008
"753","2007_1_11",2007-04-16,2007-04-17,"Ipsos",4,0,2007,"Centre",187,1008
"754","2007_1_11",2007-04-16,2007-04-17,"Ipsos",4,0,2007,"Droite",318,1008
"755","2007_1_11",2007-04-16,2007-04-17,"Ipsos",4,0,2007,"Droite radicale et extreme droite",136,1008
"756","2007_1_12",2007-04-16,2007-04-17,"TNS Sofres",7,0,2007,"Gauche radicale et extrême gauche",80,1000
"757","2007_1_12",2007-04-16,2007-04-17,"TNS Sofres",7,0,2007,"Gauche",290,1000
"758","2007_1_12",2007-04-16,2007-04-17,"TNS Sofres",7,0,2007,"Centre",190,1000
"759","2007_1_12",2007-04-16,2007-04-17,"TNS Sofres",7,0,2007,"Droite",300,1000
"760","2007_1_12",2007-04-16,2007-04-17,"TNS Sofres",7,0,2007,"Droite radicale et extreme droite",140,1000
"761","2007_1_13",2007-04-16,2007-04-16,"CSA",2,0,2007,"Gauche radicale et extrême gauche",70,1006
"762","2007_1_13",2007-04-16,2007-04-16,"CSA",2,0,2007,"Gauche",302,1006
"763","2007_1_13",2007-04-16,2007-04-16,"CSA",2,0,2007,"Centre",191,1006
"764","2007_1_13",2007-04-16,2007-04-16,"CSA",2,0,2007,"Droite",287,1006
"765","2007_1_13",2007-04-16,2007-04-16,"CSA",2,0,2007,"Droite radicale et extreme droite",156,1006
"766","2007_1_14",2007-04-14,2007-04-16,"Ifop",3,0,2007,"Gauche radicale et extrême gauche",101,954
"767","2007_1_14",2007-04-14,2007-04-16,"Ifop",3,0,2007,"Gauche",267,954
"768","2007_1_14",2007-04-14,2007-04-16,"Ifop",3,0,2007,"Centre",181,954
"769","2007_1_14",2007-04-14,2007-04-16,"Ifop",3,0,2007,"Droite",286,954
"770","2007_1_14",2007-04-14,2007-04-16,"Ifop",3,0,2007,"Droite radicale et extreme droite",119,954
"771","2007_1_15",2007-04-14,2007-04-16,"Ipsos",4,0,2007,"Gauche radicale et extrême gauche",109,1357
"772","2007_1_15",2007-04-14,2007-04-16,"Ipsos",4,0,2007,"Gauche",393,1357
"773","2007_1_15",2007-04-14,2007-04-16,"Ipsos",4,0,2007,"Centre",251,1357
"774","2007_1_15",2007-04-14,2007-04-16,"Ipsos",4,0,2007,"Droite",414,1357
"775","2007_1_15",2007-04-14,2007-04-16,"Ipsos",4,0,2007,"Droite radicale et extreme droite",190,1357
"776","2007_1_16",2007-04-13,2007-04-15,"LH2",5,0,2007,"Gauche radicale et extrême gauche",105,1004
"777","2007_1_16",2007-04-13,2007-04-15,"LH2",5,0,2007,"Gauche",281,1004
"778","2007_1_16",2007-04-13,2007-04-15,"LH2",5,0,2007,"Centre",191,1004
"779","2007_1_16",2007-04-13,2007-04-15,"LH2",5,0,2007,"Droite",286,1004
"780","2007_1_16",2007-04-13,2007-04-15,"LH2",5,0,2007,"Droite radicale et extreme droite",141,1004
"781","2007_1_17",2007-04-12,2007-04-14,"Ipsos",4,0,2007,"Gauche radicale et extrême gauche",115,1355
"782","2007_1_17",2007-04-12,2007-04-14,"Ipsos",4,0,2007,"Gauche",400,1355
"783","2007_1_17",2007-04-12,2007-04-14,"Ipsos",4,0,2007,"Centre",237,1355
"784","2007_1_17",2007-04-12,2007-04-14,"Ipsos",4,0,2007,"Droite",420,1355
"785","2007_1_17",2007-04-12,2007-04-14,"Ipsos",4,0,2007,"Droite radicale et extreme droite",183,1355
"786","2007_1_18",2007-04-12,2007-04-13,"Ifop",3,0,2007,"Gauche radicale et extrême gauche",89,930
"787","2007_1_18",2007-04-12,2007-04-13,"Ifop",3,0,2007,"Gauche",270,930
"788","2007_1_18",2007-04-12,2007-04-13,"Ifop",3,0,2007,"Centre",167,930
"789","2007_1_18",2007-04-12,2007-04-13,"Ifop",3,0,2007,"Droite",283,930
"790","2007_1_18",2007-04-12,2007-04-13,"Ifop",3,0,2007,"Droite radicale et extreme droite",121,930
"791","2007_1_19",2007-04-11,2007-04-13,"Ipsos",4,0,2007,"Gauche radicale et extrême gauche",102,1278
"792","2007_1_19",2007-04-11,2007-04-13,"Ipsos",4,0,2007,"Gauche",370,1278
"793","2007_1_19",2007-04-11,2007-04-13,"Ipsos",4,0,2007,"Centre",224,1278
"794","2007_1_19",2007-04-11,2007-04-13,"Ipsos",4,0,2007,"Droite",403,1278
"795","2007_1_19",2007-04-11,2007-04-13,"Ipsos",4,0,2007,"Droite radicale et extreme droite",179,1278
"796","2007_1_2",2007-04-20,2007-04-20,"BVA",1,0,2007,"Gauche radicale et extrême gauche",84,809
"797","2007_1_2",2007-04-20,2007-04-20,"BVA",1,0,2007,"Gauche",243,809
"798","2007_1_2",2007-04-20,2007-04-20,"BVA",1,0,2007,"Centre",138,809
"799","2007_1_2",2007-04-20,2007-04-20,"BVA",1,0,2007,"Droite",243,809
"800","2007_1_2",2007-04-20,2007-04-20,"BVA",1,0,2007,"Droite radicale et extreme droite",101,809
"801","2007_1_20",2007-04-11,2007-04-12,"CSA",2,0,2007,"Gauche radicale et extrême gauche",83,919
"802","2007_1_20",2007-04-11,2007-04-12,"CSA",2,0,2007,"Gauche",248,919
"803","2007_1_20",2007-04-11,2007-04-12,"CSA",2,0,2007,"Centre",193,919
"804","2007_1_20",2007-04-11,2007-04-12,"CSA",2,0,2007,"Droite",257,919
"805","2007_1_20",2007-04-11,2007-04-12,"CSA",2,0,2007,"Droite radicale et extreme droite",138,919
"806","2007_1_21",2007-04-11,2007-04-12,"TNS Sofres",7,0,2007,"Gauche radicale et extrême gauche",90,1000
"807","2007_1_21",2007-04-11,2007-04-12,"TNS Sofres",7,0,2007,"Gauche",305,1000
"808","2007_1_21",2007-04-11,2007-04-12,"TNS Sofres",7,0,2007,"Centre",170,1000
"809","2007_1_21",2007-04-11,2007-04-12,"TNS Sofres",7,0,2007,"Droite",315,1000
"810","2007_1_21",2007-04-11,2007-04-12,"TNS Sofres",7,0,2007,"Droite radicale et extreme droite",120,1000
"811","2007_1_22",2007-04-10,2007-04-12,"Ipsos",4,0,2007,"Gauche radicale et extrême gauche",90,1206
"812","2007_1_22",2007-04-10,2007-04-12,"Ipsos",4,0,2007,"Gauche",344,1206
"813","2007_1_22",2007-04-10,2007-04-12,"Ipsos",4,0,2007,"Centre",223,1206
"814","2007_1_22",2007-04-10,2007-04-12,"Ipsos",4,0,2007,"Droite",386,1206
"815","2007_1_22",2007-04-10,2007-04-12,"Ipsos",4,0,2007,"Droite radicale et extreme droite",163,1206
"816","2007_1_23",2007-04-10,2007-04-11,"CSA",2,0,2007,"Gauche radicale et extrême gauche",71,877
"817","2007_1_23",2007-04-10,2007-04-11,"CSA",2,0,2007,"Gauche",259,877
"818","2007_1_23",2007-04-10,2007-04-11,"CSA",2,0,2007,"Centre",166,877
"819","2007_1_23",2007-04-10,2007-04-11,"CSA",2,0,2007,"Droite",250,877
"820","2007_1_23",2007-04-10,2007-04-11,"CSA",2,0,2007,"Droite radicale et extreme droite",131,877
"821","2007_1_24",2007-04-09,2007-04-11,"Ipsos",4,0,2007,"Gauche radicale et extrême gauche",90,1208
"822","2007_1_24",2007-04-09,2007-04-11,"Ipsos",4,0,2007,"Gauche",344,1208
"823","2007_1_24",2007-04-09,2007-04-11,"Ipsos",4,0,2007,"Centre",230,1208
"824","2007_1_24",2007-04-09,2007-04-11,"Ipsos",4,0,2007,"Droite",375,1208
"825","2007_1_24",2007-04-09,2007-04-11,"Ipsos",4,0,2007,"Droite radicale et extreme droite",169,1208
"826","2007_1_25",2007-04-10,2007-04-10,"BVA",1,0,2007,"Gauche radicale et extrême gauche",77,865
"827","2007_1_25",2007-04-10,2007-04-10,"BVA",1,0,2007,"Gauche",251,865
"828","2007_1_25",2007-04-10,2007-04-10,"BVA",1,0,2007,"Centre",156,865
"829","2007_1_25",2007-04-10,2007-04-10,"BVA",1,0,2007,"Droite",260,865
"830","2007_1_25",2007-04-10,2007-04-10,"BVA",1,0,2007,"Droite radicale et extreme droite",121,865
"831","2007_1_26",2007-04-07,2007-04-10,"Ipsos",4,0,2007,"Gauche radicale et extrême gauche",104,1301
"832","2007_1_26",2007-04-07,2007-04-10,"Ipsos",4,0,2007,"Gauche",364,1301
"833","2007_1_26",2007-04-07,2007-04-10,"Ipsos",4,0,2007,"Centre",247,1301
"834","2007_1_26",2007-04-07,2007-04-10,"Ipsos",4,0,2007,"Droite",410,1301
"835","2007_1_26",2007-04-07,2007-04-10,"Ipsos",4,0,2007,"Droite radicale et extreme droite",176,1301
"836","2007_1_27",2007-04-06,2007-04-09,"Ipsos",4,0,2007,"Gauche radicale et extrême gauche",122,1356
"837","2007_1_27",2007-04-06,2007-04-09,"Ipsos",4,0,2007,"Gauche",367,1356
"838","2007_1_27",2007-04-06,2007-04-09,"Ipsos",4,0,2007,"Centre",264,1356
"839","2007_1_27",2007-04-06,2007-04-09,"Ipsos",4,0,2007,"Droite",427,1356
"840","2007_1_27",2007-04-06,2007-04-09,"Ipsos",4,0,2007,"Droite radicale et extreme droite",176,1356
"841","2007_1_28",2007-04-06,2007-04-07,"LH2",5,0,2007,"Gauche radicale et extrême gauche",85,1008
"842","2007_1_28",2007-04-06,2007-04-07,"LH2",5,0,2007,"Gauche",297,1008
"843","2007_1_28",2007-04-06,2007-04-07,"LH2",5,0,2007,"Centre",182,1008
"844","2007_1_28",2007-04-06,2007-04-07,"LH2",5,0,2007,"Droite",293,1008
"845","2007_1_28",2007-04-06,2007-04-07,"LH2",5,0,2007,"Droite radicale et extreme droite",151,1008
"846","2007_1_29",2007-04-05,2007-04-07,"Ipsos",4,0,2007,"Gauche radicale et extrême gauche",136,1356
"847","2007_1_29",2007-04-05,2007-04-07,"Ipsos",4,0,2007,"Gauche",353,1356
"848","2007_1_29",2007-04-05,2007-04-07,"Ipsos",4,0,2007,"Centre",264,1356
"849","2007_1_29",2007-04-05,2007-04-07,"Ipsos",4,0,2007,"Droite",427,1356
"850","2007_1_29",2007-04-05,2007-04-07,"Ipsos",4,0,2007,"Droite radicale et extreme droite",176,1356
"851","2007_1_3",2007-04-20,2007-04-20,"CSA",2,0,2007,"Gauche radicale et extrême gauche",95,1002
"852","2007_1_3",2007-04-20,2007-04-20,"CSA",2,0,2007,"Gauche",301,1002
"853","2007_1_3",2007-04-20,2007-04-20,"CSA",2,0,2007,"Centre",160,1002
"854","2007_1_3",2007-04-20,2007-04-20,"CSA",2,0,2007,"Droite",281,1002
"855","2007_1_3",2007-04-20,2007-04-20,"CSA",2,0,2007,"Droite radicale et extreme droite",165,1002
"856","2007_1_30",2007-04-05,2007-04-06,"Ifop",3,0,2007,"Gauche radicale et extrême gauche",91,953
"857","2007_1_30",2007-04-05,2007-04-06,"Ifop",3,0,2007,"Gauche",253,953
"858","2007_1_30",2007-04-05,2007-04-06,"Ifop",3,0,2007,"Centre",181,953
"859","2007_1_30",2007-04-05,2007-04-06,"Ifop",3,0,2007,"Droite",295,953
"860","2007_1_30",2007-04-05,2007-04-06,"Ifop",3,0,2007,"Droite radicale et extreme droite",133,953
"861","2007_1_31",2007-04-04,2007-04-06,"Ipsos",4,0,2007,"Gauche radicale et extrême gauche",120,1265
"862","2007_1_31",2007-04-04,2007-04-06,"Ipsos",4,0,2007,"Gauche",336,1265
"863","2007_1_31",2007-04-04,2007-04-06,"Ipsos",4,0,2007,"Centre",240,1265
"864","2007_1_31",2007-04-04,2007-04-06,"Ipsos",4,0,2007,"Droite",411,1265
"865","2007_1_31",2007-04-04,2007-04-06,"Ipsos",4,0,2007,"Droite radicale et extreme droite",158,1265
"866","2007_1_32",2007-04-04,2007-04-05,"CSA",2,0,2007,"Gauche radicale et extrême gauche",71,881
"867","2007_1_32",2007-04-04,2007-04-05,"CSA",2,0,2007,"Gauche",242,881
"868","2007_1_32",2007-04-04,2007-04-05,"CSA",2,0,2007,"Centre",185,881
"869","2007_1_32",2007-04-04,2007-04-05,"CSA",2,0,2007,"Droite",242,881
"870","2007_1_32",2007-04-04,2007-04-05,"CSA",2,0,2007,"Droite radicale et extreme droite",141,881
"871","2007_1_33",2007-04-04,2007-04-05,"TNS Sofres",7,0,2007,"Gauche radicale et extrême gauche",95,1000
"872","2007_1_33",2007-04-04,2007-04-05,"TNS Sofres",7,0,2007,"Gauche",280,1000
"873","2007_1_33",2007-04-04,2007-04-05,"TNS Sofres",7,0,2007,"Centre",200,1000
"874","2007_1_33",2007-04-04,2007-04-05,"TNS Sofres",7,0,2007,"Droite",295,1000
"875","2007_1_33",2007-04-04,2007-04-05,"TNS Sofres",7,0,2007,"Droite radicale et extreme droite",130,1000
"876","2007_1_34",2007-04-03,2007-04-05,"Ipsos",4,0,2007,"Gauche radicale et extrême gauche",108,1206
"877","2007_1_34",2007-04-03,2007-04-05,"Ipsos",4,0,2007,"Gauche",332,1206
"878","2007_1_34",2007-04-03,2007-04-05,"Ipsos",4,0,2007,"Centre",223,1206
"879","2007_1_34",2007-04-03,2007-04-05,"Ipsos",4,0,2007,"Droite",386,1206
"880","2007_1_34",2007-04-03,2007-04-05,"Ipsos",4,0,2007,"Droite radicale et extreme droite",157,1206
"881","2007_1_35",2007-04-02,2007-04-04,"Ipsos",4,0,2007,"Gauche radicale et extrême gauche",96,1208
"882","2007_1_35",2007-04-02,2007-04-04,"Ipsos",4,0,2007,"Gauche",338,1208
"883","2007_1_35",2007-04-02,2007-04-04,"Ipsos",4,0,2007,"Centre",224,1208
"884","2007_1_35",2007-04-02,2007-04-04,"Ipsos",4,0,2007,"Droite",393,1208
"885","2007_1_35",2007-04-02,2007-04-04,"Ipsos",4,0,2007,"Droite radicale et extreme droite",157,1208
"886","2007_1_36",2007-04-02,2007-04-03,"BVA",1,0,2007,"Gauche radicale et extrême gauche",86,861
"887","2007_1_36",2007-04-02,2007-04-03,"BVA",1,0,2007,"Gauche",254,861
"888","2007_1_36",2007-04-02,2007-04-03,"BVA",1,0,2007,"Centre",155,861
"889","2007_1_36",2007-04-02,2007-04-03,"BVA",1,0,2007,"Droite",263,861
"890","2007_1_36",2007-04-02,2007-04-03,"BVA",1,0,2007,"Droite radicale et extreme droite",103,861
"891","2007_1_37",2007-03-31,2007-04-03,"Ipsos",4,0,2007,"Gauche radicale et extrême gauche",96,1273
"892","2007_1_37",2007-03-31,2007-04-03,"Ipsos",4,0,2007,"Gauche",363,1273
