"","PollingFirm","SampleSize","poll_id","Candidate","Percentage","start_day","end_day"
"845","Ifop-fiducial",1424,1087,"Hamon",14.5,2017-02-03,2017-02-07
"846","Ifop-fiducial",1424,1087,"Macron",21,2017-02-03,2017-02-07
"847","Ifop-fiducial",1424,1087,"Bayrou",5,2017-02-03,2017-02-07
"848","Ifop-fiducial",1424,1087,"Fillon",18.5,2017-02-03,2017-02-07
"849","Ifop-fiducial",1424,1087,"Dupont-Aignan",2,2017-02-03,2017-02-07
"850","Ifop-fiducial",1424,1087,"Le Pen",26,2017-02-03,2017-02-07
"851","Ifop-fiducial",1424,1087,"Cheminade",0,2017-02-03,2017-02-07
"852","Elabe",993,1088,"Arthaud",0.5,2017-02-04,2017-02-06
"853","Elabe",993,1088,"Poutou",0.5,2017-02-04,2017-02-06
"854","Elabe",993,1088,"Mélenchon",14,2017-02-04,2017-02-06
"855","Elabe",993,1088,"Jadot",0.5,2017-02-04,2017-02-06
"856","Elabe",993,1088,"Hamon",14.5,2017-02-04,2017-02-06
"857","Elabe",993,1088,"Macron",23,2017-02-04,2017-02-06
"858","Elabe",993,1088,"Fillon",17.5,2017-02-04,2017-02-06
"859","Elabe",993,1088,"Dupont-Aignan",2.5,2017-02-04,2017-02-06
"860","Elabe",993,1088,"Le Pen",27,2017-02-04,2017-02-06
"861","Elabe",993,1089,"Arthaud",0.5,2017-02-04,2017-02-06
"862","Elabe",993,1089,"Poutou",0.5,2017-02-04,2017-02-06
"863","Elabe",993,1089,"Mélenchon",13,2017-02-04,2017-02-06
"864","Elabe",993,1089,"Jadot",0.5,2017-02-04,2017-02-06
"865","Elabe",993,1089,"Hamon",14,2017-02-04,2017-02-06
"866","Elabe",993,1089,"Macron",22,2017-02-04,2017-02-06
"867","Elabe",993,1089,"Bayrou",4,2017-02-04,2017-02-06
"868","Elabe",993,1089,"Fillon",17,2017-02-04,2017-02-06
"869","Elabe",993,1089,"Dupont-Aignan",2,2017-02-04,2017-02-06
"870","Elabe",993,1089,"Le Pen",26.5,2017-02-04,2017-02-06
"871","OpinionWay",1568,1090,"Arthaud",0,2017-02-04,2017-02-06
"872","OpinionWay",1568,1090,"Poutou",1,2017-02-04,2017-02-06
"873","OpinionWay",1568,1090,"Mélenchon",12,2017-02-04,2017-02-06
"874","OpinionWay",1568,1090,"Jadot",1,2017-02-04,2017-02-06
"875","OpinionWay",1568,1090,"Hamon",14,2017-02-04,2017-02-06
"876","OpinionWay",1568,1090,"Macron",23,2017-02-04,2017-02-06
"877","OpinionWay",1568,1090,"Fillon",20,2017-02-04,2017-02-06
"878","OpinionWay",1568,1090,"Dupont-Aignan",4,2017-02-04,2017-02-06
"879","OpinionWay",1568,1090,"Le Pen",25,2017-02-04,2017-02-06
"880","Ifop-fiducial",1433,1091,"_Abstention",39.5,2017-02-02,2017-02-06
"881","Ifop-fiducial",1433,1091,"Arthaud",0.5,2017-02-02,2017-02-06
"882","Ifop-fiducial",1433,1091,"Poutou",1,2017-02-02,2017-02-06
"883","Ifop-fiducial",1433,1091,"Mélenchon",10,2017-02-02,2017-02-06
"884","Ifop-fiducial",1433,1091,"Jadot",1,2017-02-02,2017-02-06
"885","Ifop-fiducial",1433,1091,"Hamon",15.5,2017-02-02,2017-02-06
"886","Ifop-fiducial",1433,1091,"Macron",20.5,2017-02-02,2017-02-06
"887","Ifop-fiducial",1433,1091,"Bayrou",5,2017-02-02,2017-02-06
"888","Ifop-fiducial",1433,1091,"Fillon",18.5,2017-02-02,2017-02-06
"889","Ifop-fiducial",1433,1091,"Dupont-Aignan",2.5,2017-02-02,2017-02-06
"890","Ifop-fiducial",1433,1091,"Le Pen",25.5,2017-02-02,2017-02-06
"891","Ifop-fiducial",1433,1091,"Cheminade",0,2017-02-02,2017-02-06
"892","OpinionWay",1700,1092,"Arthaud",0,2017-02-03,2017-02-05
"893","OpinionWay",1700,1092,"Poutou",1,2017-02-03,2017-02-05
"894","OpinionWay",1700,1092,"Mélenchon",11,2017-02-03,2017-02-05
"895","OpinionWay",1700,1092,"Jadot",2,2017-02-03,2017-02-05
"896","OpinionWay",1700,1092,"Hamon",14,2017-02-03,2017-02-05
"897","OpinionWay",1700,1092,"Macron",23,2017-02-03,2017-02-05
"898","OpinionWay",1700,1092,"Fillon",20,2017-02-03,2017-02-05
"899","OpinionWay",1700,1092,"Dupont-Aignan",3,2017-02-03,2017-02-05
"900","OpinionWay",1700,1092,"Le Pen",26,2017-02-03,2017-02-05
"901","Ifop-fiducial",1430,1093,"_Abstention",39.5,2017-01-31,2017-02-03
"902","Ifop-fiducial",1430,1093,"Arthaud",0.5,2017-01-31,2017-02-03
"903","Ifop-fiducial",1430,1093,"Poutou",1,2017-01-31,2017-02-03
"904","Ifop-fiducial",1430,1093,"Mélenchon",10,2017-01-31,2017-02-03
"905","Ifop-fiducial",1430,1093,"Jadot",1,2017-01-31,2017-02-03
"906","Ifop-fiducial",1430,1093,"Hamon",16.5,2017-01-31,2017-02-03
"907","Ifop-fiducial",1430,1093,"Macron",20.5,2017-01-31,2017-02-03
"908","Ifop-fiducial",1430,1093,"Bayrou",4.5,2017-01-31,2017-02-03
"909","Ifop-fiducial",1430,1093,"Fillon",18.5,2017-01-31,2017-02-03
"910","Ifop-fiducial",1430,1093,"Dupont-Aignan",2.5,2017-01-31,2017-02-03
"911","Ifop-fiducial",1430,1093,"Le Pen",25,2017-01-31,2017-02-03
"912","Ifop-fiducial",1430,1093,"Cheminade",0,2017-01-31,2017-02-03
"913","BVA",640,1094,"_Abstention",25,2017-02-01,2017-02-02
"914","BVA",640,1094,"Arthaud",0.5,2017-02-01,2017-02-02
"915","BVA",640,1094,"Poutou",0.5,2017-02-01,2017-02-02
"916","BVA",640,1094,"Mélenchon",11.5,2017-02-01,2017-02-02
"917","BVA",640,1094,"Jadot",1.5,2017-02-01,2017-02-02
"918","BVA",640,1094,"Hamon",17,2017-02-01,2017-02-02
"919","BVA",640,1094,"Macron",22,2017-02-01,2017-02-02
"920","BVA",640,1094,"Fillon",20,2017-02-01,2017-02-02
"921","BVA",640,1094,"Dupont-Aignan",2,2017-02-01,2017-02-02
"922","BVA",640,1094,"Le Pen",25,2017-02-01,2017-02-02
"923","BVA",640,1095,"_Abstention",25,2017-02-01,2017-02-02
"924","BVA",640,1095,"Arthaud",0.5,2017-02-01,2017-02-02
"925","BVA",640,1095,"Poutou",0.5,2017-02-01,2017-02-02
"926","BVA",640,1095,"Mélenchon",11,2017-02-01,2017-02-02
"927","BVA",640,1095,"Jadot",1,2017-02-01,2017-02-02
"928","BVA",640,1095,"Hamon",16,2017-02-01,2017-02-02
"929","BVA",640,1095,"Macron",21,2017-02-01,2017-02-02
"930","BVA",640,1095,"Bayrou",5,2017-02-01,2017-02-02
"931","BVA",640,1095,"Fillon",18,2017-02-01,2017-02-02
"932","BVA",640,1095,"Dupont-Aignan",2,2017-02-01,2017-02-02
"933","BVA",640,1095,"Le Pen",25,2017-02-01,2017-02-02
"934","Ifop-fiducial",1414,1096,"_Abstention",38,2017-01-30,2017-02-02
"935","Ifop-fiducial",1414,1096,"Arthaud",0.5,2017-01-30,2017-02-02
"936","Ifop-fiducial",1414,1096,"Poutou",1,2017-01-30,2017-02-02
"937","Ifop-fiducial",1414,1096,"Mélenchon",9.5,2017-01-30,2017-02-02
"938","Ifop-fiducial",1414,1096,"Jadot",1,2017-01-30,2017-02-02
"939","Ifop-fiducial",1414,1096,"Hamon",17,2017-01-30,2017-02-02
"940","Ifop-fiducial",1414,1096,"Macron",20,2017-01-30,2017-02-02
"941","Ifop-fiducial",1414,1096,"Bayrou",4,2017-01-30,2017-02-02
"942","Ifop-fiducial",1414,1096,"Fillon",20,2017-01-30,2017-02-02
"943","Ifop-fiducial",1414,1096,"Dupont-Aignan",2.5,2017-01-30,2017-02-02
"944","Ifop-fiducial",1414,1096,"Le Pen",24.5,2017-01-30,2017-02-02
"945","Ifop-fiducial",1414,1096,"Cheminade",0,2017-01-30,2017-02-02
"946","Ifop-fiducial",1409,1097,"_Abstention",37,2017-01-29,2017-02-01
"947","Ifop-fiducial",1409,1097,"Arthaud",0,2017-01-29,2017-02-01
"948","Ifop-fiducial",1409,1097,"Poutou",0.5,2017-01-29,2017-02-01
"949","Ifop-fiducial",1409,1097,"Mélenchon",9,2017-01-29,2017-02-01
"950","Ifop-fiducial",1409,1097,"Jadot",1,2017-01-29,2017-02-01
"951","Ifop-fiducial",1409,1097,"Hamon",18,2017-01-29,2017-02-01
"952","Ifop-fiducial",1409,1097,"Macron",20,2017-01-29,2017-02-01
"953","Ifop-fiducial",1409,1097,"Bayrou",4.5,2017-01-29,2017-02-01
"954","Ifop-fiducial",1409,1097,"Fillon",21,2017-01-29,2017-02-01
"955","Ifop-fiducial",1409,1097,"Dupont-Aignan",2,2017-01-29,2017-02-01
"956","Ifop-fiducial",1409,1097,"Le Pen",24,2017-01-29,2017-02-01
"957","Ifop-fiducial",1409,1097,"Cheminade",0,2017-01-29,2017-02-01
"958","Elabe",993,1098,"_Abstention",39,2017-01-30,2017-01-31
"959","Elabe",993,1098,"Arthaud",0.5,2017-01-30,2017-01-31
"960","Elabe",993,1098,"Poutou",0.5,2017-01-30,2017-01-31
"961","Elabe",993,1098,"Mélenchon",10,2017-01-30,2017-01-31
"962","Elabe",993,1098,"Jadot",1,2017-01-30,2017-01-31
"963","Elabe",993,1098,"Hamon",17,2017-01-30,2017-01-31
"964","Elabe",993,1098,"Macron",23,2017-01-30,2017-01-31
"965","Elabe",993,1098,"Fillon",20,2017-01-30,2017-01-31
"966","Elabe",993,1098,"Dupont-Aignan",1,2017-01-30,2017-01-31
"967","Elabe",993,1098,"Le Pen",27,2017-01-30,2017-01-31
"968","Elabe",993,1099,"_Abstention",39,2017-01-30,2017-01-31
"969","Elabe",993,1099,"Arthaud",0.5,2017-01-30,2017-01-31
"970","Elabe",993,1099,"Poutou",0.5,2017-01-30,2017-01-31
"971","Elabe",993,1099,"Mélenchon",10,2017-01-30,2017-01-31
"972","Elabe",993,1099,"Jadot",1,2017-01-30,2017-01-31
"973","Elabe",993,1099,"Hamon",16,2017-01-30,2017-01-31
"974","Elabe",993,1099,"Macron",22,2017-01-30,2017-01-31
"975","Elabe",993,1099,"Bayrou",4,2017-01-30,2017-01-31
"976","Elabe",993,1099,"Fillon",19,2017-01-30,2017-01-31
"977","Elabe",993,1099,"Dupont-Aignan",1,2017-01-30,2017-01-31
"978","Elabe",993,1099,"Le Pen",26,2017-01-30,2017-01-31
"979","Kantar Sofres",700,1100,"_Abstention",29,2017-01-26,2017-01-27
"980","Kantar Sofres",700,1100,"Arthaud",0.5,2017-01-26,2017-01-27
"981","Kantar Sofres",700,1100,"Poutou",0.5,2017-01-26,2017-01-27
"982","Kantar Sofres",700,1100,"Mélenchon",10,2017-01-26,2017-01-27
"983","Kantar Sofres",700,1100,"Jadot",2,2017-01-26,2017-01-27
"984","Kantar Sofres",700,1100,"Hamon",15,2017-01-26,2017-01-27
"985","Kantar Sofres",700,1100,"Macron",21,2017-01-26,2017-01-27
"986","Kantar Sofres",700,1100,"Fillon",22,2017-01-26,2017-01-27
"987","Kantar Sofres",700,1100,"Dupont-Aignan",3.5,2017-01-26,2017-01-27
"988","Kantar Sofres",700,1100,"Le Pen",25,2017-01-26,2017-01-27
"989","Kantar Sofres",700,1100,"Cheminade",0.5,2017-01-26,2017-01-27
"990","Kantar Sofres",700,1101,"_Abstention",29,2017-01-26,2017-01-27
"991","Kantar Sofres",700,1101,"Arthaud",0.5,2017-01-26,2017-01-27
"992","Kantar Sofres",700,1101,"Poutou",0.5,2017-01-26,2017-01-27
"993","Kantar Sofres",700,1101,"Mélenchon",10,2017-01-26,2017-01-27
"994","Kantar Sofres",700,1101,"Jadot",2,2017-01-26,2017-01-27
"995","Kantar Sofres",700,1101,"Hamon",13,2017-01-26,2017-01-27
"996","Kantar Sofres",700,1101,"Macron",20,2017-01-26,2017-01-27
"997","Kantar Sofres",700,1101,"Bayrou",5,2017-01-26,2017-01-27
"998","Kantar Sofres",700,1101,"Fillon",21,2017-01-26,2017-01-27
"999","Kantar Sofres",700,1101,"Dupont-Aignan",3,2017-01-26,2017-01-27
"1000","Kantar Sofres",700,1101,"Le Pen",25,2017-01-26,2017-01-27
"1001","Kantar Sofres",700,1101,"Cheminade",0,2017-01-26,2017-01-27
"1002","Odoxa",666,2001,"Arthaud",0,2017-04-21,NA
"1003","Odoxa",666,2001,"Poutou",1,2017-04-21,NA
"1004","Odoxa",666,2001,"Mélenchon",19,2017-04-21,NA
"1005","Odoxa",666,2001,"Hamon",7.5,2017-04-21,NA
"1006","Odoxa",666,2001,"Macron",24.5,2017-04-21,NA
"1007","Odoxa",666,2001,"Lassalle",0.5,2017-04-21,NA
"1008","Odoxa",666,2001,"Fillon",19,2017-04-21,NA
"1009","Odoxa",666,2001,"Dupont-Aignan",4.5,2017-04-21,NA
"1010","Odoxa",666,2001,"Asselineau",1,2017-04-21,NA
"1011","Odoxa",666,2001,"Le Pen",23,2017-04-21,NA
"1012","Odoxa",666,2001,"Cheminade",0,2017-04-21,NA
"1013","BVA",1134,2002,"_Abstention",20,2017-04-20,2017-04-21
"1014","BVA",1134,2002,"Arthaud",0.5,2017-04-20,2017-04-21
"1015","BVA",1134,2002,"Poutou",1.5,2017-04-20,2017-04-21
"1016","BVA",1134,2002,"Mélenchon",19.5,2017-04-20,2017-04-21
"1017","BVA",1134,2002,"Hamon",8,2017-04-20,2017-04-21
"1018","BVA",1134,2002,"Macron",23,2017-04-20,2017-04-21
"1019","BVA",1134,2002,"Lassalle",1,2017-04-20,2017-04-21
"1020","BVA",1134,2002,"Fillon",19,2017-04-20,2017-04-21
"1021","BVA",1134,2002,"Dupont-Aignan",4,2017-04-20,2017-04-21
"1022","BVA",1134,2002,"Asselineau",0.5,2017-04-20,2017-04-21
"1023","BVA",1134,2002,"Le Pen",23,2017-04-20,2017-04-21
"1024","BVA",1134,2002,"Cheminade",0,2017-04-20,2017-04-21
"1025","Ifop-Fiducial",2823,2003,"_Abstention",27,2017-04-18,2017-04-21
"1026","Ifop-Fiducial",2823,2003,"Arthaud",0.5,2017-04-18,2017-04-21
"1027","Ifop-Fiducial",2823,2003,"Poutou",1.5,2017-04-18,2017-04-21
"1028","Ifop-Fiducial",2823,2003,"Mélenchon",18.5,2017-04-18,2017-04-21
"1029","Ifop-Fiducial",2823,2003,"Hamon",7,2017-04-18,2017-04-21
"1030","Ifop-Fiducial",2823,2003,"Macron",24.5,2017-04-18,2017-04-21
"1031","Ifop-Fiducial",2823,2003,"Lassalle",1,2017-04-18,2017-04-21
"1032","Ifop-Fiducial",2823,2003,"Fillon",19.5,2017-04-18,2017-04-21
"1033","Ifop-Fiducial",2823,2003,"Dupont-Aignan",4,2017-04-18,2017-04-21
"1034","Ifop-Fiducial",2823,2003,"Asselineau",1,2017-04-18,2017-04-21
"1035","Ifop-Fiducial",2823,2003,"Le Pen",22.5,2017-04-18,2017-04-21
"1036","Ifop-Fiducial",2823,2003,"Cheminade",0,2017-04-18,2017-04-21
"1037","Odoxa",1433,2004,"Arthaud",0.5,2017-04-20,2017-04-20
"1038","Odoxa",1433,2004,"Poutou",1.5,2017-04-20,2017-04-20
"1039","Odoxa",1433,2004,"Mélenchon",19.5,2017-04-20,2017-04-20
"1040","Odoxa",1433,2004,"Hamon",6,2017-04-20,2017-04-20
"1041","Odoxa",1433,2004,"Macron",25,2017-04-20,2017-04-20
"1042","Odoxa",1433,2004,"Lassalle",1,2017-04-20,2017-04-20
"1043","Odoxa",1433,2004,"Fillon",19.5,2017-04-20,2017-04-20
"1044","Odoxa",1433,2004,"Dupont-Aignan",4,2017-04-20,2017-04-20
"1045","Odoxa",1433,2004,"Asselineau",1,2017-04-20,2017-04-20
"1046","Odoxa",1433,2004,"Le Pen",22,2017-04-20,2017-04-20
"1047","Odoxa",1433,2004,"Cheminade",0,2017-04-20,2017-04-20
"1048","Elabe",1445,2005,"_Abstention",29,2017-04-19,2017-04-20
"1049","Elabe",1445,2005,"Arthaud",0.5,2017-04-19,2017-04-20
"1050","Elabe",1445,2005,"Poutou",1.5,2017-04-19,2017-04-20
"1051","Elabe",1445,2005,"Mélenchon",19.5,2017-04-19,2017-04-20
"1052","Elabe",1445,2005,"Hamon",7,2017-04-19,2017-04-20
"1053","Elabe",1445,2005,"Macron",24,2017-04-19,2017-04-20
"1054","Elabe",1445,2005,"Lassalle",1,2017-04-19,2017-04-20
"1055","Elabe",1445,2005,"Fillon",20,2017-04-19,2017-04-20
"1056","Elabe",1445,2005,"Dupont-Aignan",4,2017-04-19,2017-04-20
"1057","Elabe",1445,2005,"Asselineau",1,2017-04-19,2017-04-20
"1058","Elabe",1445,2005,"Le Pen",21.5,2017-04-19,2017-04-20
"1059","Elabe",1445,2005,"Cheminade",0,2017-04-19,2017-04-20
"1060","Ipsos",1401,2006,"_Abstention",27,2017-04-19,2017-04-20
"1061","Ipsos",1401,2006,"Arthaud",0.5,2017-04-19,2017-04-20
"1062","Ipsos",1401,2006,"Poutou",1.5,2017-04-19,2017-04-20
"1063","Ipsos",1401,2006,"Mélenchon",19,2017-04-19,2017-04-20
"1064","Ipsos",1401,2006,"Hamon",7.5,2017-04-19,2017-04-20
"1065","Ipsos",1401,2006,"Macron",24,2017-04-19,2017-04-20
"1066","Ipsos",1401,2006,"Lassalle",1.5,2017-04-19,2017-04-20
"1067","Ipsos",1401,2006,"Fillon",19,2017-04-19,2017-04-20
"1068","Ipsos",1401,2006,"Dupont-Aignan",4,2017-04-19,2017-04-20
"1069","Ipsos",1401,2006,"Asselineau",1,2017-04-19,2017-04-20
"1070","Ipsos",1401,2006,"Le Pen",22,2017-04-19,2017-04-20
"1071","Ipsos",1401,2006,"Cheminade",0,2017-04-19,2017-04-20
"1072","Harris Interactive",962,2007,"Arthaud",0.5,2017-04-18,2017-04-20
"1073","Harris Interactive",962,2007,"Poutou",1.5,2017-04-18,2017-04-20
"1074","Harris Interactive",962,2007,"Mélenchon",19,2017-04-18,2017-04-20
"1075","Harris Interactive",962,2007,"Hamon",7.5,2017-04-18,2017-04-20
"1076","Harris Interactive",962,2007,"Macron",24.5,2017-04-18,2017-04-20
"1077","Harris Interactive",962,2007,"Lassalle",1,2017-04-18,2017-04-20
"1078","Harris Interactive",962,2007,"Fillon",20,2017-04-18,2017-04-20
"1079","Harris Interactive",962,2007,"Dupont-Aignan",4,2017-04-18,2017-04-20
"1080","Harris Interactive",962,2007,"Asselineau",1,2017-04-18,2017-04-20
"1081","Harris Interactive",962,2007,"Le Pen",21,2017-04-18,2017-04-20
"1082","Harris Interactive",962,2007,"Cheminade",0,2017-04-18,2017-04-20
"1083","OpinionWay",2269,2008,"Arthaud",0,2017-04-18,2017-04-20
"1084","OpinionWay",2269,2008,"Poutou",2,2017-04-18,2017-04-20
"1085","OpinionWay",2269,2008,"Mélenchon",18,2017-04-18,2017-04-20
"1086","OpinionWay",2269,2008,"Hamon",8,2017-04-18,2017-04-20
"1087","OpinionWay",2269,2008,"Macron",23,2017-04-18,2017-04-20
"1088","OpinionWay",2269,2008,"Lassalle",1,2017-04-18,2017-04-20
"1089","OpinionWay",2269,2008,"Fillon",21,2017-04-18,2017-04-20
"1090","OpinionWay",2269,2008,"Dupont-Aignan",4,2017-04-18,2017-04-20
"1091","OpinionWay",2269,2008,"Asselineau",1,2017-04-18,2017-04-20
"1092","OpinionWay",2269,2008,"Le Pen",22,2017-04-18,2017-04-20
"1093","OpinionWay",2269,2008,"Cheminade",0,2017-04-18,2017-04-20
"1094","Ifop-Fiducial",2810,2009,"_Abstention",27,2017-04-17,2017-04-20
"1095","Ifop-Fiducial",2810,2009,"Arthaud",0.5,2017-04-17,2017-04-20
"1096","Ifop-Fiducial",2810,2009,"Poutou",1.5,2017-04-17,2017-04-20
"1097","Ifop-Fiducial",2810,2009,"Mélenchon",18.5,2017-04-17,2017-04-20
"1098","Ifop-Fiducial",2810,2009,"Hamon",7,2017-04-17,2017-04-20
"1099","Ifop-Fiducial",2810,2009,"Macron",24,2017-04-17,2017-04-20
"1100","Ifop-Fiducial",2810,2009,"Lassalle",1.5,2017-04-17,2017-04-20
"1101","Ifop-Fiducial",2810,2009,"Fillon",19.5,2017-04-17,2017-04-20
"1102","Ifop-Fiducial",2810,2009,"Dupont-Aignan",4,2017-04-17,2017-04-20
"1103","Ifop-Fiducial",2810,2009,"Asselineau",1,2017-04-17,2017-04-20
"1104","Ifop-Fiducial",2810,2009,"Le Pen",22.5,2017-04-17,2017-04-20
"1105","Ifop-Fiducial",2810,2009,"Cheminade",0,2017-04-17,2017-04-20
"1106","BVA",1098,2010,"_Abstention",20,2017-04-18,2017-04-19
"1107","BVA",1098,2010,"Arthaud",0.5,2017-04-18,2017-04-19
"1108","BVA",1098,2010,"Poutou",1.5,2017-04-18,2017-04-19
"1109","BVA",1098,2010,"Mélenchon",19,2017-04-18,2017-04-19
"1110","BVA",1098,2010,"Hamon",8.5,2017-04-18,2017-04-19
"1111","BVA",1098,2010,"Macron",24,2017-04-18,2017-04-19
"1112","BVA",1098,2010,"Lassalle",0.5,2017-04-18,2017-04-19
"1113","BVA",1098,2010,"Fillon",19,2017-04-18,2017-04-19
"1114","BVA",1098,2010,"Dupont-Aignan",3.5,2017-04-18,2017-04-19
"1115","BVA",1098,2010,"Asselineau",0.5,2017-04-18,2017-04-19
"1116","BVA",1098,2010,"Le Pen",23,2017-04-18,2017-04-19
"1117","BVA",1098,2010,"Cheminade",0,2017-04-18,2017-04-19
"1118","Harris Interactive",2812,2011,"Arthaud",0.5,2017-04-18,2017-04-19
"1119","Harris Interactive",2812,2011,"Poutou",1.5,2017-04-18,2017-04-19
"1120","Harris Interactive",2812,2011,"Mélenchon",19,2017-04-18,2017-04-19
"1121","Harris Interactive",2812,2011,"Hamon",7.5,2017-04-18,2017-04-19
"1122","Harris Interactive",2812,2011,"Macron",25,2017-04-18,2017-04-19
"1123","Harris Interactive",2812,2011,"Lassalle",1,2017-04-18,2017-04-19
"1124","Harris Interactive",2812,2011,"Fillon",19,2017-04-18,2017-04-19
"1125","Harris Interactive",2812,2011,"Dupont-Aignan",4,2017-04-18,2017-04-19
"1126","Harris Interactive",2812,2011,"Asselineau",0.5,2017-04-18,2017-04-19
"1127","Harris Interactive",2812,2011,"Le Pen",22,2017-04-18,2017-04-19
"1128","Harris Interactive",2812,2011,"Cheminade",0,2017-04-18,2017-04-19
"1129","OpinionWay",2394,2012,"Arthaud",0,2017-04-17,2017-04-19
"1130","OpinionWay",2394,2012,"Poutou",2,2017-04-17,2017-04-19
"1131","OpinionWay",2394,2012,"Mélenchon",19,2017-04-17,2017-04-19
"1132","OpinionWay",2394,2012,"Hamon",8,2017-04-17,2017-04-19
"1133","OpinionWay",2394,2012,"Macron",23,2017-04-17,2017-04-19
"1134","OpinionWay",2394,2012,"Lassalle",1,2017-04-17,2017-04-19
"1135","OpinionWay",2394,2012,"Fillon",20,2017-04-17,2017-04-19
"1136","OpinionWay",2394,2012,"Dupont-Aignan",4,2017-04-17,2017-04-19
"1137","OpinionWay",2394,2012,"Asselineau",1,2017-04-17,2017-04-19
"1138","OpinionWay",2394,2012,"Le Pen",22,2017-04-17,2017-04-19
"1139","OpinionWay",2394,2012,"Cheminade",0,2017-04-17,2017-04-19
"1140","Ifop-Fiducial",2792,2013,"_Abstention",28,2017-04-16,2017-04-19
"1141","Ifop-Fiducial",2792,2013,"Arthaud",0.5,2017-04-16,2017-04-19
"1142","Ifop-Fiducial",2792,2013,"Poutou",1.5,2017-04-16,2017-04-19
"1143","Ifop-Fiducial",2792,2013,"Mélenchon",18.5,2017-04-16,2017-04-19
"1144","Ifop-Fiducial",2792,2013,"Hamon",7.5,2017-04-16,2017-04-19
"1145","Ifop-Fiducial",2792,2013,"Macron",23.5,2017-04-16,2017-04-19
"1146","Ifop-Fiducial",2792,2013,"Lassalle",1.5,2017-04-16,2017-04-19
"1147","Ifop-Fiducial",2792,2013,"Fillon",19.5,2017-04-16,2017-04-19
"1148","Ifop-Fiducial",2792,2013,"Dupont-Aignan",4,2017-04-16,2017-04-19
"1149","Ifop-Fiducial",2792,2013,"Asselineau",1,2017-04-16,2017-04-19
"1150","Ifop-Fiducial",2792,2013,"Le Pen",22.5,2017-04-16,2017-04-19
"1151","Ifop-Fiducial",2792,2013,"Cheminade",0,2017-04-16,2017-04-19
"1152","OpinionWay",2417,2014,"Arthaud",0,2017-04-16,2017-04-18
"1153","OpinionWay",2417,2014,"Poutou",2,2017-04-16,2017-04-18
"1154","OpinionWay",2417,2014,"Mélenchon",19,2017-04-16,2017-04-18
"1155","OpinionWay",2417,2014,"Hamon",8,2017-04-16,2017-04-18
"1156","OpinionWay",2417,2014,"Macron",23,2017-04-16,2017-04-18
"1157","OpinionWay",2417,2014,"Lassalle",1,2017-04-16,2017-04-18
"1158","OpinionWay",2417,2014,"Fillon",20,2017-04-16,2017-04-18
"1159","OpinionWay",2417,2014,"Dupont-Aignan",4,2017-04-16,2017-04-18
"1160","OpinionWay",2417,2014,"Asselineau",1,2017-04-16,2017-04-18
"1161","OpinionWay",2417,2014,"Le Pen",22,2017-04-16,2017-04-18
"1162","OpinionWay",2417,2014,"Cheminade",0,2017-04-16,2017-04-18
"1163","Ifop-Fiducial",2804,2015,"_Abstention",29,2017-04-14,2017-04-18
"1164","Ifop-Fiducial",2804,2015,"Arthaud",0.5,2017-04-14,2017-04-18
"1165","Ifop-Fiducial",2804,2015,"Poutou",1.5,2017-04-14,2017-04-18
"1166","Ifop-Fiducial",2804,2015,"Mélenchon",19,2017-04-14,2017-04-18
"1167","Ifop-Fiducial",2804,2015,"Hamon",7.5,2017-04-14,2017-04-18
"1168","Ifop-Fiducial",2804,2015,"Macron",23.5,2017-04-14,2017-04-18
"1169","Ifop-Fiducial",2804,2015,"Lassalle",1,2017-04-14,2017-04-18
"1170","Ifop-Fiducial",2804,2015,"Fillon",19.5,2017-04-14,2017-04-18
"1171","Ifop-Fiducial",2804,2015,"Dupont-Aignan",4,2017-04-14,2017-04-18
"1172","Ifop-Fiducial",2804,2015,"Asselineau",1,2017-04-14,2017-04-18
"1173","Ifop-Fiducial",2804,2015,"Le Pen",22.5,2017-04-14,2017-04-18
"1174","Ifop-Fiducial",2804,2015,"Cheminade",0,2017-04-14,2017-04-18
"1175","Elabe",1438,2016,"_Abstention",32,2017-04-16,2017-04-17
"1176","Elabe",1438,2016,"Arthaud",0.5,2017-04-16,2017-04-17
"1177","Elabe",1438,2016,"Poutou",2,2017-04-16,2017-04-17
"1178","Elabe",1438,2016,"Mélenchon",18,2017-04-16,2017-04-17
"1179","Elabe",1438,2016,"Hamon",8,2017-04-16,2017-04-17
"1180","Elabe",1438,2016,"Macron",24,2017-04-16,2017-04-17
"1181","Elabe",1438,2016,"Lassalle",0.5,2017-04-16,2017-04-17
"1182","Elabe",1438,2016,"Fillon",19.5,2017-04-16,2017-04-17
"1183","Elabe",1438,2016,"Dupont-Aignan",4,2017-04-16,2017-04-17
"1184","Elabe",1438,2016,"Asselineau",0.5,2017-04-16,2017-04-17
"1185","Elabe",1438,2016,"Le Pen",23,2017-04-16,2017-04-17
"1186","Elabe",1438,2016,"Cheminade",0,2017-04-16,2017-04-17
"1187","Ipsos",8274,2017,"_Abstention",28,2017-04-16,2017-04-17
"1188","Ipsos",8274,2017,"Arthaud",0.5,2017-04-16,2017-04-17
"1189","Ipsos",8274,2017,"Poutou",1.5,2017-04-16,2017-04-17
"1190","Ipsos",8274,2017,"Mélenchon",19,2017-04-16,2017-04-17
"1191","Ipsos",8274,2017,"Hamon",8,2017-04-16,2017-04-17
"1192","Ipsos",8274,2017,"Macron",23,2017-04-16,2017-04-17
