date,president,pollster,N,method,p_approve,p_disapprove,term_id,pollster_id,method_id,president_id,y,year,date_first_round,date_second_round,date_next_first_round,three_weeks,month,years,bloc,bloc_id
1993-07-17,mitterrand2,Ifop,1038,phone,0.39,0.47,2,4,4,3,404,1988,1988-04-24,1988-05-08,1995-04-23,91,7,6,Gauche,3
1993-07-24,mitterrand2,BVA,939,phone,0.45,0.48,2,1,4,3,422,1988,1988-04-24,1988-05-08,1995-04-23,91,7,6,Gauche,3
1993-07-24,mitterrand2,Kantar,1035,face to face,0.38,0.58,2,6,1,3,393,1988,1988-04-24,1988-05-08,1995-04-23,91,7,6,Gauche,3
1993-08-20,mitterrand2,Ifop,1045,phone,0.44,0.44,2,4,4,3,459,1988,1988-04-24,1988-05-08,1995-04-23,92,8,6,Gauche,3
1993-08-22,mitterrand2,Kantar,1099,face to face,0.39,0.58,2,6,1,3,428,1988,1988-04-24,1988-05-08,1995-04-23,93,8,6,Gauche,3
1993-09-20,mitterrand2,Ifop,1099,phone,0.42,0.47,2,4,4,3,461,1988,1988-04-24,1988-05-08,1995-04-23,94,9,6,Gauche,3
1993-09-25,mitterrand2,Kantar,976,face to face,0.4,0.57,2,6,1,3,390,1988,1988-04-24,1988-05-08,1995-04-23,94,9,6,Gauche,3
1993-09-28,mitterrand2,BVA,1063,phone,0.49,0.43,2,1,4,3,520,1988,1988-04-24,1988-05-08,1995-04-23,94,9,6,Gauche,3
1993-10-18,mitterrand2,Ifop,1045,phone,0.42,0.49,2,4,4,3,438,1988,1988-04-24,1988-05-08,1995-04-23,95,10,6,Gauche,3
1993-10-26,mitterrand2,Kantar,1003,face to face,0.4,0.57,2,6,1,3,401,1988,1988-04-24,1988-05-08,1995-04-23,96,10,6,Gauche,3
1993-10-28,mitterrand2,BVA,1032,phone,0.47,0.47,2,1,4,3,485,1988,1988-04-24,1988-05-08,1995-04-23,96,10,6,Gauche,3
1993-11-15,mitterrand2,Ifop,1052,phone,0.39,0.52,2,4,4,3,410,1988,1988-04-24,1988-05-08,1995-04-23,97,11,6,Gauche,3
1993-11-17,mitterrand2,BVA,1034,phone,0.47,0.45,2,1,4,3,485,1988,1988-04-24,1988-05-08,1995-04-23,97,11,6,Gauche,3
1993-11-23,mitterrand2,Kantar,1038,face to face,0.38,0.59,2,6,1,3,394,1988,1988-04-24,1988-05-08,1995-04-23,97,11,6,Gauche,3
1993-12-15,mitterrand2,BVA,1059,phone,0.44,0.48,2,1,4,3,465,1988,1988-04-24,1988-05-08,1995-04-23,98,12,6,Gauche,3
1993-12-15,mitterrand2,Ifop,1096,phone,0.41,0.49,2,4,4,3,449,1988,1988-04-24,1988-05-08,1995-04-23,98,12,6,Gauche,3
1993-12-26,mitterrand2,Kantar,1011,face to face,0.41,0.57,2,6,1,3,414,1988,1988-04-24,1988-05-08,1995-04-23,99,12,6,Gauche,3
1994-01-18,mitterrand2,Ifop,1006,phone,0.42,0.48,2,4,4,3,422,1988,1988-04-24,1988-05-08,1995-04-23,100,1,7,Gauche,3
1994-01-25,mitterrand2,Kantar,1004,face to face,0.38,0.6,2,6,1,3,381,1988,1988-04-24,1988-05-08,1995-04-23,100,1,7,Gauche,3
1994-01-26,mitterrand2,BVA,1022,phone,0.49,0.44,2,1,4,3,500,1988,1988-04-24,1988-05-08,1995-04-23,100,1,7,Gauche,3
1994-02-19,mitterrand2,Ifop,986,phone,0.41,0.5,2,4,4,3,404,1988,1988-04-24,1988-05-08,1995-04-23,101,2,7,Gauche,3
1994-02-20,mitterrand2,Kantar,1022,face to face,0.4,0.57,2,6,1,3,408,1988,1988-04-24,1988-05-08,1995-04-23,101,2,7,Gauche,3
1994-02-26,mitterrand2,BVA,1033,phone,0.44,0.48,2,1,4,3,454,1988,1988-04-24,1988-05-08,1995-04-23,101,2,7,Gauche,3
1994-03-16,mitterrand2,Ifop,979,phone,0.44,0.48,2,4,4,3,430,1988,1988-04-24,1988-05-08,1995-04-23,102,3,7,Gauche,3
1994-03-24,mitterrand2,Kantar,911,face to face,0.39,0.57,2,6,1,3,355,1988,1988-04-24,1988-05-08,1995-04-23,103,3,7,Gauche,3
1994-03-25,mitterrand2,BVA,1061,phone,0.47,0.46,2,1,4,3,498,1988,1988-04-24,1988-05-08,1995-04-23,103,3,7,Gauche,3
1994-04-15,mitterrand2,Ifop,917,phone,0.41,0.49,2,4,4,3,375,1988,1988-04-24,1988-05-08,1995-04-23,104,4,7,Gauche,3
1994-04-23,mitterrand2,Kantar,1092,face to face,0.4,0.56,2,6,1,3,436,1988,1988-04-24,1988-05-08,1995-04-23,104,4,7,Gauche,3
1994-04-27,mitterrand2,BVA,969,phone,0.46,0.45,2,1,4,3,445,1988,1988-04-24,1988-05-08,1995-04-23,104,4,7,Gauche,3
1994-05-20,mitterrand2,Ifop,961,phone,0.45,0.46,2,4,4,3,432,1988,1988-04-24,1988-05-08,1995-04-23,105,5,7,Gauche,3
1994-05-23,mitterrand2,Kantar,960,face to face,0.43,0.52,2,6,1,3,412,1988,1988-04-24,1988-05-08,1995-04-23,106,5,7,Gauche,3
1994-05-26,mitterrand2,BVA,930,phone,0.47,0.47,2,1,4,3,437,1988,1988-04-24,1988-05-08,1995-04-23,106,5,7,Gauche,3
1994-06-16,mitterrand2,Ifop,938,phone,0.46,0.45,2,4,4,3,431,1988,1988-04-24,1988-05-08,1995-04-23,107,6,7,Gauche,3
1994-06-23,mitterrand2,Kantar,1095,face to face,0.4,0.56,2,6,1,3,438,1988,1988-04-24,1988-05-08,1995-04-23,107,6,7,Gauche,3
1994-06-27,mitterrand2,BVA,1003,phone,0.47,0.45,2,1,4,3,471,1988,1988-04-24,1988-05-08,1995-04-23,107,6,7,Gauche,3
1994-07-19,mitterrand2,Ifop,1032,phone,0.51,0.43,2,4,4,3,526,1988,1988-04-24,1988-05-08,1995-04-23,108,7,7,Gauche,3
1994-07-20,mitterrand2,Kantar,997,face to face,0.42,0.55,2,6,1,3,418,1988,1988-04-24,1988-05-08,1995-04-23,108,7,7,Gauche,3
1994-07-29,mitterrand2,BVA,1043,phone,0.52,0.38,2,1,4,3,542,1988,1988-04-24,1988-05-08,1995-04-23,109,7,7,Gauche,3
1994-08-15,mitterrand2,Ifop,992,phone,0.51,0.44,2,4,4,3,505,1988,1988-04-24,1988-05-08,1995-04-23,110,8,7,Gauche,3
1994-08-20,mitterrand2,Kantar,1082,face to face,0.43,0.55,2,6,1,3,465,1988,1988-04-24,1988-05-08,1995-04-23,110,8,7,Gauche,3
1994-09-20,mitterrand2,Ifop,1072,phone,0.45,0.44,2,4,4,3,482,1988,1988-04-24,1988-05-08,1995-04-23,111,9,7,Gauche,3
1994-09-23,mitterrand2,Kantar,1011,face to face,0.42,0.55,2,6,1,3,424,1988,1988-04-24,1988-05-08,1995-04-23,111,9,7,Gauche,3
1994-09-27,mitterrand2,BVA,959,phone,0.51,0.4,2,1,4,3,489,1988,1988-04-24,1988-05-08,1995-04-23,112,9,7,Gauche,3
1994-10-17,mitterrand2,Ifop,1020,phone,0.45,0.45,2,4,4,3,459,1988,1988-04-24,1988-05-08,1995-04-23,113,10,7,Gauche,3
1994-10-19,mitterrand2,BVA,907,phone,0.51,0.42,2,1,4,3,462,1988,1988-04-24,1988-05-08,1995-04-23,113,10,7,Gauche,3
1994-10-20,mitterrand2,Kantar,973,face to face,0.41,0.57,2,6,1,3,398,1988,1988-04-24,1988-05-08,1995-04-23,113,10,7,Gauche,3
1994-11-15,mitterrand2,Ifop,956,phone,0.49,0.45,2,4,4,3,468,1988,1988-04-24,1988-05-08,1995-04-23,114,11,7,Gauche,3
1994-11-21,mitterrand2,BVA,926,phone,0.53,0.4,2,1,4,3,490,1988,1988-04-24,1988-05-08,1995-04-23,114,11,7,Gauche,3
1994-11-23,mitterrand2,Kantar,982,face to face,0.38,0.59,2,6,1,3,373,1988,1988-04-24,1988-05-08,1995-04-23,114,11,7,Gauche,3
1994-12-15,mitterrand2,Ifop,924,phone,0.48,0.45,2,4,4,3,443,1988,1988-04-24,1988-05-08,1995-04-23,115,12,7,Gauche,3
1994-12-22,mitterrand2,BVA,943,phone,0.51,0.44,2,1,4,3,480,1988,1988-04-24,1988-05-08,1995-04-23,116,12,7,Gauche,3
1994-12-28,mitterrand2,Kantar,1045,face to face,0.42,0.52,2,6,1,3,438,1988,1988-04-24,1988-05-08,1995-04-23,116,12,7,Gauche,3
1995-01-16,mitterrand2,Ifop,1068,phone,0.53,0.43,2,4,4,3,566,1988,1988-04-24,1988-05-08,1995-04-23,117,1,8,Gauche,3
1995-01-22,mitterrand2,BVA,1020,phone,0.5,0.45,2,1,4,3,510,1988,1988-04-24,1988-05-08,1995-04-23,117,1,8,Gauche,3
1995-01-22,mitterrand2,Kantar,904,face to face,0.42,0.56,2,6,1,3,379,1988,1988-04-24,1988-05-08,1995-04-23,117,1,8,Gauche,3
1995-02-17,mitterrand2,Ifop,1042,phone,0.49,0.46,2,4,4,3,510,1988,1988-04-24,1988-05-08,1995-04-23,118,2,8,Gauche,3
1995-02-23,mitterrand2,BVA,1092,phone,0.52,0.45,2,1,4,3,567,1988,1988-04-24,1988-05-08,1995-04-23,119,2,8,Gauche,3
1995-02-25,mitterrand2,Kantar,1033,face to face,0.41,0.56,2,6,1,3,423,1988,1988-04-24,1988-05-08,1995-04-23,119,2,8,Gauche,3
1995-03-18,mitterrand2,Ifop,945,phone,0.46,0.49,2,4,4,3,434,1988,1988-04-24,1988-05-08,1995-04-23,120,3,8,Gauche,3
1995-03-22,mitterrand2,BVA,1009,phone,0.51,0.42,2,1,4,3,514,1988,1988-04-24,1988-05-08,1995-04-23,120,3,8,Gauche,3
1995-03-24,mitterrand2,Kantar,1063,face to face,0.35,0.6,2,6,1,3,372,1988,1988-04-24,1988-05-08,1995-04-23,120,3,8,Gauche,3
1995-04-20,mitterrand2,Ifop,1086,phone,0.45,0.49,2,4,4,3,488,1988,1988-04-24,1988-05-08,1995-04-23,121,4,8,Gauche,3
1995-04-25,mitterrand2,Kantar,1084,face to face,0.34,0.61,2,6,1,3,368,1988,1988-04-24,1988-05-08,1995-04-23,122,4,8,Gauche,3
1995-04-30,mitterrand2,BVA,966,phone,0.51,0.45,2,1,4,3,492,1988,1988-04-24,1988-05-08,1995-04-23,122,4,8,Gauche,3
1995-05-19,chirac1,Ifop,935,phone,0.59,0.22,1,4,4,4,551,1995,1995-04-23,1995-05-07,2002-04-21,1,5,1,Droite,5
1995-05-20,chirac1,Kantar,1004,face to face,0.64,0.32,1,6,1,4,642,1995,1995-04-23,1995-05-07,2002-04-21,1,5,1,Droite,5
1995-05-30,chirac1,BVA,1042,phone,0.62,0.22,1,1,4,4,646,1995,1995-04-23,1995-05-07,2002-04-21,2,5,1,Droite,5
1995-06-18,chirac1,Ifop,958,phone,0.54,0.31,1,4,4,4,517,1995,1995-04-23,1995-05-07,2002-04-21,3,6,1,Droite,5
1995-06-22,chirac1,Kantar,1055,face to face,0.63,0.35,1,6,1,4,664,1995,1995-04-23,1995-05-07,2002-04-21,3,6,1,Droite,5
1995-06-30,chirac1,BVA,1086,phone,0.55,0.27,1,1,4,4,597,1995,1995-04-23,1995-05-07,2002-04-21,3,6,1,Droite,5
1995-07-15,chirac1,BVA,981,phone,0.51,0.33,1,1,4,4,500,1995,1995-04-23,1995-05-07,2002-04-21,4,7,1,Droite,5
1995-07-19,chirac1,Ifop,1045,phone,0.44,0.36,1,4,4,4,459,1995,1995-04-23,1995-05-07,2002-04-21,4,7,1,Droite,5
1995-07-20,chirac1,Kantar,992,face to face,0.56,0.41,1,6,1,4,555,1995,1995-04-23,1995-05-07,2002-04-21,4,7,1,Droite,5
1995-08-20,chirac1,Ifop,992,phone,0.39,0.39,1,4,4,4,386,1995,1995-04-23,1995-05-07,2002-04-21,6,8,1,Droite,5
1995-08-22,chirac1,Kantar,1081,face to face,0.54,0.44,1,6,1,4,583,1995,1995-04-23,1995-05-07,2002-04-21,6,8,1,Droite,5
1995-09-16,chirac1,BVA,909,phone,0.44,0.47,1,1,4,4,399,1995,1995-04-23,1995-05-07,2002-04-21,7,9,1,Droite,5
1995-09-20,chirac1,Ifop,935,phone,0.33,0.51,1,4,4,4,308,1995,1995-04-23,1995-05-07,2002-04-21,7,9,1,Droite,5
1995-09-25,chirac1,Kantar,940,face to face,0.41,0.57,1,6,1,4,385,1995,1995-04-23,1995-05-07,2002-04-21,7,9,1,Droite,5
1995-10-16,chirac1,Ifop,1081,phone,0.28,0.59,1,4,4,4,302,1995,1995-04-23,1995-05-07,2002-04-21,8,10,1,Droite,5
1995-10-26,chirac1,Kantar,921,face to face,0.37,0.61,1,6,1,4,340,1995,1995-04-23,1995-05-07,2002-04-21,9,10,1,Droite,5
1995-10-28,chirac1,BVA,1025,phone,0.36,0.56,1,1,4,4,369,1995,1995-04-23,1995-05-07,2002-04-21,9,10,1,Droite,5
1995-11-16,chirac1,Ifop,956,phone,0.27,0.64,1,4,4,4,258,1995,1995-04-23,1995-05-07,2002-04-21,10,11,1,Droite,5
1995-11-27,chirac1,Kantar,927,face to face,0.39,0.59,1,6,1,4,361,1995,1995-04-23,1995-05-07,2002-04-21,10,11,1,Droite,5
1995-11-30,chirac1,BVA,990,phone,0.32,0.61,1,1,4,4,316,1995,1995-04-23,1995-05-07,2002-04-21,10,11,1,Droite,5
1995-12-17,chirac1,Ifop,1092,phone,0.3,0.63,1,4,4,4,327,1995,1995-04-23,1995-05-07,2002-04-21,11,12,1,Droite,5
1995-12-26,chirac1,BVA,1071,phone,0.37,0.59,1,1,4,4,396,1995,1995-04-23,1995-05-07,2002-04-21,12,12,1,Droite,5
1995-12-28,chirac1,Kantar,958,face to face,0.35,0.63,1,6,1,4,335,1995,1995-04-23,1995-05-07,2002-04-21,12,12,1,Droite,5
1996-01-12,chirac1,Ipsos,980,phone,0.376,0.5589999999999999,1,5,4,4,368,1995,1995-04-23,1995-05-07,2002-04-21,12,1,2,Droite,5
1996-01-17,chirac1,BVA,957,phone,0.37,0.56,1,1,4,4,354,1995,1995-04-23,1995-05-07,2002-04-21,13,1,2,Droite,5
1996-01-18,chirac1,Ifop,981,phone,0.36,0.53,1,4,4,4,353,1995,1995-04-23,1995-05-07,2002-04-21,13,1,2,Droite,5
1996-01-25,chirac1,Kantar,912,face to face,0.4,0.58,1,6,1,4,364,1995,1995-04-23,1995-05-07,2002-04-21,13,1,2,Droite,5
1996-02-15,chirac1,Ipsos,959,phone,0.42700000000000005,0.499,1,5,4,4,409,1995,1995-04-23,1995-05-07,2002-04-21,14,2,2,Droite,5
1996-02-19,chirac1,Ifop,1064,phone,0.36,0.54,1,4,4,4,383,1995,1995-04-23,1995-05-07,2002-04-21,14,2,2,Droite,5
1996-02-20,chirac1,Kantar,1054,face to face,0.4,0.59,1,6,1,4,421,1995,1995-04-23,1995-05-07,2002-04-21,14,2,2,Droite,5
1996-02-23,chirac1,BVA,911,phone,0.37,0.58,1,1,4,4,337,1995,1995-04-23,1995-05-07,2002-04-21,14,2,2,Droite,5
1996-03-12,chirac1,Ipsos,921,phone,0.433,0.509,1,5,4,4,398,1995,1995-04-23,1995-05-07,2002-04-21,15,3,2,Droite,5
1996-03-15,chirac1,Ifop,994,phone,0.38,0.51,1,4,4,4,377,1995,1995-04-23,1995-05-07,2002-04-21,15,3,2,Droite,5
1996-03-23,chirac1,BVA,1007,phone,0.44,0.5,1,1,4,4,443,1995,1995-04-23,1995-05-07,2002-04-21,16,3,2,Droite,5
1996-03-27,chirac1,Kantar,961,face to face,0.45,0.53,1,6,1,4,432,1995,1995-04-23,1995-05-07,2002-04-21,16,3,2,Droite,5
1996-04-16,chirac1,Ifop,1093,phone,0.37,0.49,1,4,4,4,404,1995,1995-04-23,1995-05-07,2002-04-21,17,4,2,Droite,5
1996-04-26,chirac1,Kantar,1027,face to face,0.44,0.55,1,6,1,4,451,1995,1995-04-23,1995-05-07,2002-04-21,17,4,2,Droite,5
1996-04-27,chirac1,BVA,900,phone,0.48,0.46,1,1,4,4,432,1995,1995-04-23,1995-05-07,2002-04-21,17,4,2,Droite,5
1996-04-27,chirac1,Ipsos,1017,phone,0.42100000000000004,0.486,1,5,4,4,428,1995,1995-04-23,1995-05-07,2002-04-21,17,4,2,Droite,5
1996-05-19,chirac1,Ifop,1061,phone,0.37,0.47,1,4,4,4,392,1995,1995-04-23,1995-05-07,2002-04-21,19,5,2,Droite,5
1996-05-22,chirac1,Ipsos,1006,phone,0.445,0.491,1,5,4,4,447,1995,1995-04-23,1995-05-07,2002-04-21,19,5,2,Droite,5
1996-05-24,chirac1,BVA,967,phone,0.44,0.49,1,1,4,4,425,1995,1995-04-23,1995-05-07,2002-04-21,19,5,2,Droite,5
1996-05-28,chirac1,Kantar,951,face to face,0.47,0.51,1,6,1,4,446,1995,1995-04-23,1995-05-07,2002-04-21,19,5,2,Droite,5
1996-06-10,chirac1,Ipsos,1086,phone,0.44,0.506,1,5,4,4,477,1995,1995-04-23,1995-05-07,2002-04-21,20,6,2,Droite,5
1996-06-20,chirac1,Ifop,1066,phone,0.35,0.52,1,4,4,4,373,1995,1995-04-23,1995-05-07,2002-04-21,20,6,2,Droite,5
1996-06-23,chirac1,BVA,926,phone,0.44,0.51,1,1,4,4,407,1995,1995-04-23,1995-05-07,2002-04-21,20,6,2,Droite,5
1996-06-23,chirac1,Kantar,981,face to face,0.42,0.56,1,6,1,4,412,1995,1995-04-23,1995-05-07,2002-04-21,20,6,2,Droite,5
1996-07-19,chirac1,BVA,929,phone,0.4,0.53,1,1,4,4,371,1995,1995-04-23,1995-05-07,2002-04-21,21,7,2,Droite,5
1996-07-19,chirac1,Ifop,974,phone,0.35,0.53,1,4,4,4,340,1995,1995-04-23,1995-05-07,2002-04-21,21,7,2,Droite,5
1996-07-25,chirac1,Ipsos,917,phone,0.409,0.514,1,5,4,4,375,1995,1995-04-23,1995-05-07,2002-04-21,22,7,2,Droite,5
1996-07-27,chirac1,Kantar,987,face to face,0.43,0.55,1,6,1,4,424,1995,1995-04-23,1995-05-07,2002-04-21,22,7,2,Droite,5
1996-08-16,chirac1,Ipsos,1069,phone,0.414,0.521,1,5,4,4,442,1995,1995-04-23,1995-05-07,2002-04-21,23,8,2,Droite,5
1996-08-20,chirac1,Ifop,1053,phone,0.38,0.5,1,4,4,4,400,1995,1995-04-23,1995-05-07,2002-04-21,23,8,2,Droite,5
1996-08-20,chirac1,Kantar,1072,face to face,0.4,0.58,1,6,1,4,428,1995,1995-04-23,1995-05-07,2002-04-21,23,8,2,Droite,5
1996-08-22,chirac1,BVA,982,phone,0.46,0.46,1,1,4,4,451,1995,1995-04-23,1995-05-07,2002-04-21,23,8,2,Droite,5
1996-09-19,chirac1,Ifop,938,phone,0.31,0.55,1,4,4,4,290,1995,1995-04-23,1995-05-07,2002-04-21,24,9,2,Droite,5
1996-09-21,chirac1,Ipsos,1053,phone,0.361,0.5770000000000001,1,5,4,4,380,1995,1995-04-23,1995-05-07,2002-04-21,24,9,2,Droite,5
1996-09-23,chirac1,BVA,1035,phone,0.4,0.54,1,1,4,4,414,1995,1995-04-23,1995-05-07,2002-04-21,25,9,2,Droite,5
1996-09-26,chirac1,Kantar,1058,face to face,0.37,0.61,1,6,1,4,391,1995,1995-04-23,1995-05-07,2002-04-21,25,9,2,Droite,5
1996-10-19,chirac1,Ifop,981,phone,0.28,0.61,1,4,4,4,274,1995,1995-04-23,1995-05-07,2002-04-21,26,10,2,Droite,5
1996-10-21,chirac1,Ipsos,968,phone,0.317,0.639,1,5,4,4,306,1995,1995-04-23,1995-05-07,2002-04-21,26,10,2,Droite,5
1996-10-22,chirac1,Kantar,1085,face to face,0.32,0.66,1,6,1,4,347,1995,1995-04-23,1995-05-07,2002-04-21,26,10,2,Droite,5
1996-10-23,chirac1,BVA,1050,phone,0.35,0.6,1,1,4,4,367,1995,1995-04-23,1995-05-07,2002-04-21,26,10,2,Droite,5
1996-11-17,chirac1,Ipsos,1019,phone,0.317,0.638,1,5,4,4,323,1995,1995-04-23,1995-05-07,2002-04-21,27,11,2,Droite,5
1996-11-20,chirac1,Ifop,972,phone,0.27,0.58,1,4,4,4,262,1995,1995-04-23,1995-05-07,2002-04-21,27,11,2,Droite,5
1996-11-21,chirac1,Kantar,947,face to face,0.37,0.62,1,6,1,4,350,1995,1995-04-23,1995-05-07,2002-04-21,27,11,2,Droite,5
1996-11-30,chirac1,BVA,967,phone,0.35,0.6,1,1,4,4,338,1995,1995-04-23,1995-05-07,2002-04-21,28,11,2,Droite,5
1996-12-17,chirac1,BVA,1053,phone,0.35,0.58,1,1,4,4,368,1995,1995-04-23,1995-05-07,2002-04-21,29,12,2,Droite,5
1996-12-20,chirac1,Ifop,1081,phone,0.3,0.59,1,4,4,4,324,1995,1995-04-23,1995-05-07,2002-04-21,29,12,2,Droite,5
1996-12-20,chirac1,Ipsos,965,phone,0.342,0.628,1,5,4,4,330,1995,1995-04-23,1995-05-07,2002-04-21,29,12,2,Droite,5
1996-12-26,chirac1,Kantar,960,face to face,0.36,0.63,1,6,1,4,345,1995,1995-04-23,1995-05-07,2002-04-21,29,12,2,Droite,5
1997-01-19,chirac1,Ifop,998,phone,0.3,0.56,1,4,4,4,299,1995,1995-04-23,1995-05-07,2002-04-21,30,1,3,Droite,5
1997-01-22,chirac1,Ipsos,951,phone,0.34,0.609,1,5,4,4,323,1995,1995-04-23,1995-05-07,2002-04-21,30,1,3,Droite,5
1997-01-25,chirac1,BVA,904,phone,0.37,0.57,1,1,4,4,334,1995,1995-04-23,1995-05-07,2002-04-21,30,1,3,Droite,5
1997-01-28,chirac1,Kantar,925,face to face,0.35,0.64,1,6,1,4,323,1995,1995-04-23,1995-05-07,2002-04-21,31,1,3,Droite,5
1997-02-19,chirac1,Ifop,922,phone,0.34,0.55,1,4,4,4,313,1995,1995-04-23,1995-05-07,2002-04-21,32,2,3,Droite,5
1997-02-19,chirac1,Ipsos,1001,phone,0.33299999999999996,0.629,1,5,4,4,333,1995,1995-04-23,1995-05-07,2002-04-21,32,2,3,Droite,5
1997-02-24,chirac1,Kantar,1058,face to face,0.41,0.6,1,6,1,4,433,1995,1995-04-23,1995-05-07,2002-04-21,32,2,3,Droite,5
1997-02-25,chirac1,BVA,980,phone,0.39,0.55,1,1,4,4,382,1995,1995-04-23,1995-05-07,2002-04-21,32,2,3,Droite,5
1997-03-11,chirac1,Ipsos,923,phone,0.389,0.529,1,5,4,4,359,1995,1995-04-23,1995-05-07,2002-04-21,33,3,3,Droite,5
1997-03-19,chirac1,Ifop,1084,phone,0.32,0.55,1,4,4,4,346,1995,1995-04-23,1995-05-07,2002-04-21,33,3,3,Droite,5
1997-03-22,chirac1,Kantar,926,face to face,0.38,0.6,1,6,1,4,351,1995,1995-04-23,1995-05-07,2002-04-21,33,3,3,Droite,5
1997-03-26,chirac1,BVA,1040,phone,0.39,0.55,1,1,4,4,405,1995,1995-04-23,1995-05-07,2002-04-21,33,3,3,Droite,5
1997-04-20,chirac1,Ifop,965,phone,0.31,0.56,1,4,4,4,299,1995,1995-04-23,1995-05-07,2002-04-21,35,4,3,Droite,5
1997-04-20,chirac1,Kantar,994,face to face,0.38,0.6,1,6,1,4,377,1995,1995-04-23,1995-05-07,2002-04-21,35,4,3,Droite,5
1997-04-21,chirac1,Ipsos,935,phone,0.368,0.5529999999999999,1,5,4,4,344,1995,1995-04-23,1995-05-07,2002-04-21,35,4,3,Droite,5
1997-04-30,chirac1,BVA,1022,phone,0.35,0.57,1,1,4,4,357,1995,1995-04-23,1995-05-07,2002-04-21,35,4,3,Droite,5
1997-05-20,chirac1,Ifop,1003,phone,0.39,0.52,1,4,4,4,391,1995,1995-04-23,1995-05-07,2002-04-21,36,5,3,Droite,5
1997-05-23,chirac1,BVA,1029,phone,0.4,0.55,1,1,4,4,411,1995,1995-04-23,1995-05-07,2002-04-21,36,5,3,Droite,5
1997-05-26,chirac1,Ipsos,1057,phone,0.45399999999999996,0.52,1,5,4,4,479,1995,1995-04-23,1995-05-07,2002-04-21,36,5,3,Droite,5
1997-05-27,chirac1,Kantar,996,face to face,0.41,0.57,1,6,1,4,408,1995,1995-04-23,1995-05-07,2002-04-21,36,5,3,Droite,5
1997-06-16,chirac1,Ifop,910,phone,0.38,0.45,1,4,4,4,345,1995,1995-04-23,1995-05-07,2002-04-21,37,6,3,Droite,5
1997-06-17,chirac1,Ipsos,975,phone,0.354,0.55,1,5,4,4,345,1995,1995-04-23,1995-05-07,2002-04-21,37,6,3,Droite,5
1997-06-26,chirac1,Kantar,913,face to face,0.46,0.52,1,6,1,4,419,1995,1995-04-23,1995-05-07,2002-04-21,38,6,3,Droite,5
1997-07-16,chirac1,Ifop,918,phone,0.42,0.43,1,4,4,4,385,1995,1995-04-23,1995-05-07,2002-04-21,39,7,3,Droite,5
1997-07-17,chirac1,Ipsos,946,phone,0.456,0.48200000000000004,1,5,4,4,431,1995,1995-04-23,1995-05-07,2002-04-21,39,7,3,Droite,5
1997-07-23,chirac1,BVA,1004,phone,0.48,0.44,1,1,4,4,481,1995,1995-04-23,1995-05-07,2002-04-21,39,7,3,Droite,5
1997-07-23,chirac1,Kantar,948,face to face,0.47,0.51,1,6,1,4,445,1995,1995-04-23,1995-05-07,2002-04-21,39,7,3,Droite,5
1997-08-13,chirac1,Ipsos,993,phone,0.47200000000000003,0.423,1,5,4,4,468,1995,1995-04-23,1995-05-07,2002-04-21,40,8,3,Droite,5
1997-08-16,chirac1,Ifop,1011,phone,0.4,0.42,1,4,4,4,404,1995,1995-04-23,1995-05-07,2002-04-21,40,8,3,Droite,5
1997-08-20,chirac1,Kantar,949,face to face,0.45,0.53,1,6,1,4,427,1995,1995-04-23,1995-05-07,2002-04-21,40,8,3,Droite,5
1997-09-18,chirac1,Ifop,1072,phone,0.44,0.36,1,4,4,4,471,1995,1995-04-23,1995-05-07,2002-04-21,42,9,3,Droite,5
1997-09-20,chirac1,Ipsos,997,phone,0.457,0.436,1,5,4,4,455,1995,1995-04-23,1995-05-07,2002-04-21,42,9,3,Droite,5
1997-09-21,chirac1,Kantar,1040,face to face,0.41,0.58,1,6,1,4,426,1995,1995-04-23,1995-05-07,2002-04-21,42,9,3,Droite,5
1997-09-24,chirac1,BVA,952,phone,0.5,0.4,1,1,4,4,476,1995,1995-04-23,1995-05-07,2002-04-21,42,9,3,Droite,5
1997-10-12,chirac1,Ipsos,907,phone,0.48,0.38799999999999996,1,5,4,4,435,1995,1995-04-23,1995-05-07,2002-04-21,43,10,3,Droite,5
1997-10-16,chirac1,BVA,1053,phone,0.51,0.4,1,1,4,4,537,1995,1995-04-23,1995-05-07,2002-04-21,43,10,3,Droite,5
1997-10-17,chirac1,Ifop,1070,phone,0.45,0.41,1,4,4,4,481,1995,1995-04-23,1995-05-07,2002-04-21,43,10,3,Droite,5
1997-10-24,chirac1,Kantar,1030,face to face,0.41,0.56,1,6,1,4,422,1995,1995-04-23,1995-05-07,2002-04-21,43,10,3,Droite,5
1997-11-17,chirac1,Ifop,1098,phone,0.47,0.3,1,4,4,4,516,1995,1995-04-23,1995-05-07,2002-04-21,45,11,3,Droite,5
1997-11-20,chirac1,Ipsos,1083,phone,0.48700000000000004,0.419,1,5,4,4,527,1995,1995-04-23,1995-05-07,2002-04-21,45,11,3,Droite,5
1997-11-20,chirac1,Kantar,1004,face to face,0.41,0.56,1,6,1,4,411,1995,1995-04-23,1995-05-07,2002-04-21,45,11,3,Droite,5
1997-11-25,chirac1,BVA,990,phone,0.51,0.39,1,1,4,4,504,1995,1995-04-23,1995-05-07,2002-04-21,45,11,3,Droite,5
1997-12-17,chirac1,Ifop,988,phone,0.48,0.37,1,4,4,4,474,1995,1995-04-23,1995-05-07,2002-04-21,46,12,3,Droite,5
