year,department,percentage,bloc,votes,election_type
2015,Territoire de Belfort,0.12165419522521956,Gauche,11608,regional
2015,Territoire de Belfort,0.009012974491186149,Gauche radicale et extreme gauche,860,regional
2015,Val d'Oise,0.5902623357466639,Abstention,427370,regional
2015,Val d'Oise,0.006872605430131734,Centre,4976,regional
2015,Val d'Oise,0.10898383225097164,Droite,78908,regional
2015,Val d'Oise,0.13147034531527524,Droite radicale et extreme droite,95189,regional
2015,Val d'Oise,0.030422604463326307,Ecologisme,22027,regional
2015,Val d'Oise,0.12510185985741,Gauche,90578,regional
2015,Val d'Oise,0.0068864169362212275,Gauche radicale et extreme gauche,4986,regional
2015,Val de Marne,0.5684762433019959,Abstention,443776.99999999994,regional
2015,Val de Marne,0.007848658093392242,Centre,6127,regional
2015,Val de Marne,0.12293199324146889,Droite,95966,regional
2015,Val de Marne,0.10429479288227782,Droite radicale et extreme droite,81417,regional
2015,Val de Marne,0.036672332935797795,Ecologisme,28628,regional
2015,Val de Marne,0.153500383658087,Gauche,119829,regional
2015,Val de Marne,0.006275595886980349,Gauche radicale et extreme gauche,4899,regional
2015,Var,0.35734239645338345,Abstention,278731.00000000006,regional
2015,Var,0.27785249182383326,Droite,216728,regional
2015,Var,0.2427542688500547,Droite radicale et extreme droite,189351,regional
2015,Var,0.04438014335695266,Ecologisme,34617,regional
2015,Var,0.0708925899762952,Gauche,55297,regional
2015,Var,0.006778109539480853,Gauche radicale et extreme gauche,5287,regional
2015,Vaucluse,0.37830810007630206,Abstention,150723.99999999997,regional
2015,Vaucluse,0.1891239307658327,Droite,75350,regional
2015,Vaucluse,0.2680690534516686,Droite radicale et extreme droite,106803,regional
2015,Vaucluse,0.055605196578450665,Ecologisme,22154,regional
2015,Vaucluse,0.10055319063491426,Gauche,40062,regional
2015,Vaucluse,0.008340528492831614,Gauche radicale et extreme gauche,3323,regional
2015,Vendee,0.496744528669534,Abstention,250854,regional
2015,Vendee,0.23003152500217824,Droite,116165,regional
2015,Vendee,0.1259930771728885,Droite radicale et extreme droite,63626,regional
2015,Vendee,0.027443781732924617,Ecologisme,13859,regional
2015,Vendee,0.10170575608519672,Gauche,51361,regional
2015,Vendee,0.01808133133727792,Gauche radicale et extreme gauche,9131,regional
2015,Vienne,0.3959094944641738,Abstention,121294,regional
2015,Vienne,0.26113693336118654,Droite,80004,regional
2015,Vienne,0.13516424691873824,Droite radicale et extreme droite,41410,regional
2015,Vienne,0.04290591706705661,Ecologisme,13145,regional
2015,Vienne,0.15626632024232295,Gauche,47875,regional
2015,Vienne,0.00861708794652183,Gauche radicale et extreme gauche,2640,regional
2015,Vosges,0.40672493400225074,Abstention,116013,regional
2015,Vosges,0.006636586417610619,Centre,1893,regional
2015,Vosges,0.2201677902936856,Droite,62800,regional
2015,Vosges,0.2153963195518113,Droite radicale et extreme droite,61439,regional
2015,Vosges,0.0324361846464519,Ecologisme,9252,regional
2015,Vosges,0.1099121081767092,Gauche,31351,regional
2015,Vosges,0.008726076911480628,Gauche radicale et extreme gauche,2489,regional
2015,Yonne,0.529911105236199,Abstention,128283,regional
2015,Yonne,0.013858825862097454,Centre,3355,regional
2015,Yonne,0.10555840121610681,Droite,25554,regional
2015,Yonne,0.20404074618727383,Droite radicale et extreme droite,49395,regional
2015,Yonne,0.02979131210654153,Ecologisme,7212,regional
2015,Yonne,0.11032121081938501,Gauche,26707,regional
2015,Yonne,0.0065183985723963585,Gauche radicale et extreme gauche,1578,regional
2015,Yvelines,0.5308211440621234,Abstention,507482,regional
2015,Yvelines,0.010196311420538225,Centre,9748,regional
2015,Yvelines,0.17465419567545856,Droite,166975,regional
2015,Yvelines,0.12489853896103896,Droite radicale et extreme droite,119407,regional
2015,Yvelines,0.035089829629133755,Ecologisme,33547,regional
2015,Yvelines,0.11879204880171375,Gauche,113569,regional
2015,Yvelines,0.0055479314499933055,Gauche radicale et extreme gauche,5304,regional
2010,Ain,0.3676374114579441,Abstention,88544,regional
2010,Ain,0.01422070534698521,Autre,3425,regional
2010,Ain,0.026710013867782732,Centre,6433,regional
2010,Ain,0.17572224575039652,Droite,42322,regional
2010,Ain,0.09868961909269824,Droite radicale et extreme droite,23769,regional
2010,Ain,0.10196557136095265,Ecologisme,24558,regional
2010,Ain,0.16155136477251023,Gauche,38909,regional
2010,Ain,0.05350306835073034,Gauche radicale et extreme gauche,12886,regional
2010,Aisne,0.35731949469478247,Abstention,87996,regional
2010,Aisne,0.025500777611291808,Centre,6280,regional
2010,Aisne,0.15554662216212484,Droite,38306,regional
2010,Aisne,0.12372749901529641,Droite radicale et extreme droite,30470,regional
2010,Aisne,0.06020701108958976,Ecologisme,14827,regional
2010,Aisne,0.1812910377760723,Gauche,44646,regional
2010,Aisne,0.09640755765084238,Gauche radicale et extreme gauche,23742,regional
2010,Allier,0.333984973934376,Abstention,60991,regional
2010,Allier,0.026317518727822314,Centre,4806,regional
2010,Allier,0.19766066500197135,Droite,36096,regional
2010,Allier,0.06157729881280939,Droite radicale et extreme droite,11245,regional
2010,Allier,0.058094580978665614,Ecologisme,10609,regional
2010,Allier,0.19324155605204363,Gauche,35289,regional
2010,Allier,0.12912340649231174,Gauche radicale et extreme gauche,23580,regional
2010,Alpes de Haute Provence,0.3250707261215142,Abstention,28956,regional
2010,Alpes de Haute Provence,0.0174233239031838,Centre,1552,regional
2010,Alpes de Haute Provence,0.1525438951008128,Droite,13588,regional
2010,Alpes de Haute Provence,0.11399254569131977,Droite radicale et extreme droite,10154,regional
2010,Alpes de Haute Provence,0.10284476177646056,Ecologisme,9161,regional
2010,Alpes de Haute Provence,0.2129080784947685,Gauche,18965,regional
2010,Alpes de Haute Provence,0.07521666891194037,Gauche radicale et extreme gauche,6700,regional
2010,Alpes Maritimes,0.36212375256103585,Abstention,175156,regional
2010,Alpes Maritimes,0.014995110514770794,Centre,7253,regional
2010,Alpes Maritimes,0.19732225739159917,Droite,95443,regional
2010,Alpes Maritimes,0.153715905402416,Droite radicale et extreme droite,74351,regional
2010,Alpes Maritimes,0.0951185777696918,Ecologisme,46008,regional
2010,Alpes Maritimes,0.13294231234403783,Gauche,64303,regional
2010,Alpes Maritimes,0.043782084016448515,Gauche radicale et extreme gauche,21177,regional
2010,Ardeche,0.33757692628170793,Abstention,56719,regional
2010,Ardeche,0.012087990572438667,Autre,2031,regional
2010,Ardeche,0.028681450796938422,Centre,4819,regional
2010,Ardeche,0.16305991024771155,Droite,27397,regional
2010,Ardeche,0.0868299825018748,Droite radicale et extreme droite,14589,regional
2010,Ardeche,0.10054279898582295,Ecologisme,16893,regional
2010,Ardeche,0.17879631944196456,Gauche,30041,regional
2010,Ardeche,0.09242462117154114,Gauche radicale et extreme gauche,15529,regional
2010,Ardennes,0.3537918392287324,Abstention,46899,regional
2010,Ardennes,0.01848960101387286,Centre,2451,regional
2010,Ardennes,0.2110726382571043,Droite,27980,regional
2010,Ardennes,0.08765775756067018,Droite radicale et extreme droite,11620,regional
2010,Ardennes,0.046348473532939555,Ecologisme,6144,regional
2010,Ardennes,0.24351807846953477,Gauche,32281,regional
2010,Ardennes,0.03912161193714592,Gauche radicale et extreme gauche,5186,regional
2010,Ariege,0.3209019234610549,Abstention,27311,regional
2010,Ariege,0.01840036659734217,Centre,1566,regional
2010,Ariege,0.11800439446814011,Droite,10043,regional
2010,Ariege,0.05857332534339126,Droite radicale et extreme droite,4985,regional
2010,Ariege,0.09553855734545924,Ecologisme,8131,regional
2010,Ariege,0.2916681354060183,Gauche,24823,regional
2010,Ariege,0.096913297378594,Gauche radicale et extreme gauche,8248,regional
2010,Aube,0.3581677662582469,Abstention,47502,regional
2010,Aube,0.03130631479736098,Centre,4152,regional
2010,Aube,0.2017492931196984,Droite,26757,regional
2010,Aube,0.11369651272384543,Droite radicale et extreme droite,15079,regional
2010,Aube,0.07085391140433553,Ecologisme,9397,regional
2010,Aube,0.18568143261074457,Gauche,24626,regional
2010,Aube,0.03854476908576814,Gauche radicale et extreme gauche,5112,regional
2010,Aude,0.3177556037299422,Abstention,61269,regional
2010,Aude,0.1193405180014314,Droite,23011,regional
2010,Aude,0.08135651235880467,Droite radicale et extreme droite,15687,regional
2010,Aude,0.07917829248306693,Ecologisme,15267,regional
2010,Aude,0.34342229459905194,Gauche,66218,regional
2010,Aude,0.05894677882770281,Gauche radicale et extreme gauche,11366,regional
2010,Aveyron,0.3083461760739742,Abstention,51220,regional
2010,Aveyron,0.02949214987478328,Centre,4899,regional
2010,Aveyron,0.19725245617414755,Droite,32766,regional
2010,Aveyron,0.04797365632826045,Droite radicale et extreme droite,7969,regional
2010,Aveyron,0.08307647852051628,Ecologisme,13800,regional
2010,Aveyron,0.26731963976112505,Gauche,44405,regional
2010,Aveyron,0.06653944326719322,Gauche radicale et extreme gauche,11053,regional
2010,Bas Rhin,0.35732719064307317,Abstention,174048,regional
2010,Bas Rhin,0.026666913031249295,Centre,12989,regional
2010,Bas Rhin,0.25482925907904813,Droite,124123,regional
2010,Bas Rhin,0.10365584510237474,Droite radicale et extreme droite,50489,regional
2010,Bas Rhin,0.1041567864203842,Ecologisme,50733,regional
2010,Bas Rhin,0.12907245787678898,Gauche,62869,regional
2010,Bas Rhin,0.024291547847081502,Gauche radicale et extreme gauche,11832,regional
2010,Bouches du Rhone,0.35763549096338115,Abstention,306617,regional
2010,Bouches du Rhone,0.016364474044871083,Centre,14030,regional
2010,Bouches du Rhone,0.14153345502685616,Droite,121343,regional
2010,Bouches du Rhone,0.1436282943272545,Droite radicale et extreme droite,123139,regional
2010,Bouches du Rhone,0.08048918463395716,Ecologisme,69007,regional
2010,Bouches du Rhone,0.18926336538966226,Gauche,162264,regional
2010,Bouches du Rhone,0.0710857356140177,Gauche radicale et extreme gauche,60945,regional
2010,Calvados,0.34534556091958146,Abstention,115458,regional
2010,Calvados,0.0839270651998349,Centre,28059,regional
2010,Calvados,0.15411903351818285,Droite,51526,regional
2010,Calvados,0.07615022463104874,Droite radicale et extreme droite,25459,regional
2010,Calvados,0.08016127970902652,Ecologisme,26800,regional
2010,Calvados,0.2158761209119243,Gauche,72173,regional
2010,Calvados,0.04442071511040122,Gauche radicale et extreme gauche,14851,regional
2010,Cantal,0.32734244486551334,Abstention,29196,regional
2010,Cantal,0.024722225336637104,Centre,2205,regional
2010,Cantal,0.28201275913489027,Droite,25153,regional
2010,Cantal,0.03604623784911034,Droite radicale et extreme droite,3215,regional
2010,Cantal,0.04918657712100997,Ecologisme,4387,regional
2010,Cantal,0.2151674496305681,Gauche,19191,regional
2010,Cantal,0.06552230606227086,Gauche radicale et extreme gauche,5844,regional
2010,Charente,0.33600667613174523,Abstention,62006,regional
2010,Charente,0.02986376789604309,Centre,5511,regional
2010,Charente,0.17066403667537308,Droite,31494,regional
2010,Charente,0.05650326761967725,Droite radicale et extreme droite,10427,regional
2010,Charente,0.0746025208900064,Ecologisme,13767,regional
2010,Charente,0.27317408880555766,Gauche,50411,regional
2010,Charente,0.05918564198159729,Gauche radicale et extreme gauche,10922,regional
2010,Charente Maritime,0.33694316647001615,Abstention,110515,regional
2010,Charente Maritime,0.024537109023668187,Centre,8048,regional
2010,Charente Maritime,0.22013884442655787,Droite,72204,regional
2010,Charente Maritime,0.056074367440768554,Droite radicale et extreme droite,18392,regional
2010,Charente Maritime,0.07673334491894644,Ecologisme,25168,regional
2010,Charente Maritime,0.24247163811422806,Gauche,79529,regional
2010,Charente Maritime,0.04310152960581476,Gauche radicale et extreme gauche,14137,regional
2010,Cher,0.3504960579669037,Abstention,54370,regional
2010,Cher,0.029866621970952082,Centre,4633,regional
2010,Cher,0.17091598280074521,Droite,26513,regional
2010,Cher,0.09238475274459622,Droite radicale et extreme droite,14331,regional
2010,Cher,0.06505160421085203,Ecologisme,10091,regional
2010,Cher,0.18509183035397717,Gauche,28712,regional
2010,Cher,0.1061931499519736,Gauche radicale et extreme gauche,16473,regional
2010,Correze,0.31178491347093656,Abstention,43383,regional
2010,Correze,0.022818087736445697,Centre,3175,regional
2010,Correze,0.18592249755648824,Droite,25870,regional
2010,Correze,0.049689530270798594,Droite radicale et extreme droite,6914,regional
2010,Correze,0.07315442994308055,Ecologisme,10179,regional
2010,Correze,0.25031621916863106,Gauche,34830,regional
2010,Correze,0.10631432185361928,Gauche radicale et extreme gauche,14793,regional
2010,Corse du Sud,0.2800093328257586,Abstention,22802,regional
2010,Corse du Sud,0.22499478098559553,Autre,18322,regional
2010,Corse du Sud,0.04361868038755787,Centre,3552,regional
2010,Corse du Sud,0.15869487799786328,Droite,12923,regional
2010,Corse du Sud,0.03363501283263542,Droite radicale et extreme droite,2739,regional
2010,Corse du Sud,0.012771235248609287,Ecologisme,1040,regional
2010,Corse du Sud,0.16734002185846034,Gauche,13627,regional
2010,Corse du Sud,0.0789360578635197,Gauche radicale et extreme gauche,6428,regional
2010,Cote d'Or,0.33901036323837064,Abstention,83941,regional
2010,Cote d'Or,0.02249541610461782,Centre,5570,regional
2010,Cote d'Or,0.21162249703157435,Droite,52399,regional
2010,Cote d'Or,0.06984483413164463,Droite radicale et extreme droite,17294,regional
2010,Cote d'Or,0.07723156950962416,Ecologisme,19123,regional
2010,Cote d'Or,0.25205366590470346,Gauche,62410,regional
2010,Cote d'Or,0.027741654079464956,Gauche radicale et extreme gauche,6869,regional
2010,Cotes d'Armor,0.3252484113491941,Abstention,107331,regional
2010,Cotes d'Armor,0.03503971248223469,Autre,11563,regional
2010,Cotes d'Armor,0.06285814719527753,Centre,20743,regional
2010,Cotes d'Armor,0.13349818331681804,Droite,44054,regional
2010,Cotes d'Armor,0.039676118267741825,Droite radicale et extreme droite,13093,regional
2010,Cotes d'Armor,0.09572814298311803,Ecologisme,31590,regional
2010,Cotes d'Armor,0.25523262332687874,Gauche,84226,regional
2010,Cotes d'Armor,0.05271866107873708,Gauche radicale et extreme gauche,17397,regional
2010,Creuse,0.3252702950339014,Abstention,23075,regional
2010,Creuse,0.021849142244964124,Centre,1550,regional
2010,Creuse,0.1991936961700568,Droite,14131,regional
2010,Creuse,0.046263796676111135,Droite radicale et extreme droite,3282,regional
2010,Creuse,0.06825390112910729,Ecologisme,4842,regional
2010,Creuse,0.24421702541548612,Gauche,17325,regional
2010,Creuse,0.09495214333037312,Gauche radicale et extreme gauche,6736,regional
2010,Deux Sevres,0.32646273865735986,Abstention,63608,regional
2010,Deux Sevres,0.032159720796551015,Centre,6266,regional
2010,Deux Sevres,0.19587866967768425,Droite,38165,regional
2010,Deux Sevres,0.03688667624717717,Droite radicale et extreme droite,7187,regional
2010,Deux Sevres,0.08223670704167522,Ecologisme,16023,regional
2010,Deux Sevres,0.2834120303839047,Gauche,55220,regional
2010,Deux Sevres,0.04296345719564771,Gauche radicale et extreme gauche,8371,regional
2010,Dordogne,0.3142016923531354,Abstention,72333,regional
2010,Dordogne,5.6469688808576445e-5,Autre,13,regional
2010,Dordogne,0.04888103139714698,Centre,11253,regional
2010,Dordogne,0.1649783677653641,Droite,37980,regional
2010,Dordogne,0.05952773964867166,Droite radicale et extreme droite,13704,regional
2010,Dordogne,0.07734609837888555,Ecologisme,17806,regional
2010,Dordogne,0.25363143537261307,Gauche,58389,regional
2010,Dordogne,0.08137716539537469,Gauche radicale et extreme gauche,18734,regional
2010,Doubs,0.3277844616167692,Abstention,85005,regional
2010,Doubs,0.021678774698070426,Centre,5622,regional
2010,Doubs,0.21753967886724354,Droite,56415,regional
2010,Doubs,0.10026915305477149,Droite radicale et extreme droite,26003,regional
2010,Doubs,0.07104792312556876,Ecologisme,18425,regional
2010,Doubs,0.21128900405657614,Gauche,54794,regional
2010,Doubs,0.05039100458100042,Gauche radicale et extreme gauche,13068,regional
2010,Drome,0.3475499324031324,Abstention,81750,regional
2010,Drome,0.012516048941832683,Autre,2944,regional
2010,Drome,0.025278677652220492,Centre,5946,regional
2010,Drome,0.16756370685916894,Droite,39414,regional
2010,Drome,0.09735649482607624,Droite radicale et extreme droite,22900,regional
2010,Drome,0.11501245652968735,Ecologisme,27053,regional
2010,Drome,0.1633803535443716,Gauche,38430,regional
2010,Drome,0.07134232924351028,Gauche radicale et extreme gauche,16781,regional
2010,Essonne,0.3528013179007057,Abstention,181179,regional
2010,Essonne,0.007210677176639198,Autre,3703,regional
2010,Essonne,0.025341548143878616,Centre,13014,regional
2010,Essonne,0.20627443802283738,Droite,105931,regional
2010,Essonne,0.06264117582914025,Droite radicale et extreme droite,32169,regional
2010,Essonne,0.11175478634742106,Ecologisme,57391,regional
2010,Essonne,0.1665777421214151,Gauche,85545,regional
2010,Essonne,0.06739831445796271,Gauche radicale et extreme gauche,34612,regional
2010,Eure,0.35176494888696425,Abstention,97072,regional
2010,Eure,0.008939798591809593,Autre,2467,regional
2010,Eure,0.023423939236910097,Centre,6464,regional
2010,Eure,0.19388890298126157,Droite,53505,regional
2010,Eure,0.10173686480140022,Droite radicale et extreme droite,28075,regional
2010,Eure,0.06200241341948202,Ecologisme,17110,regional
2010,Eure,0.1963965400406585,Gauche,54197,regional
2010,Eure,0.061846592041513715,Gauche radicale et extreme gauche,17067,regional
2010,Eure et Loir,0.3599401071766313,Abstention,68511,regional
2010,Eure et Loir,0.03485867395187559,Centre,6635,regional
2010,Eure et Loir,0.1987285909425239,Droite,37826,regional
2010,Eure et Loir,0.10981401702217085,Droite radicale et extreme droite,20902,regional
2010,Eure et Loir,0.07429336975937796,Ecologisme,14141,regional
2010,Eure et Loir,0.16433224755700326,Gauche,31279,regional
2010,Eure et Loir,0.05803299359041715,Gauche radicale et extreme gauche,11046,regional
2010,Finistere,0.33907061120212917,Abstention,162051,regional
2010,Finistere,0.05158737631479284,Autre,24655,regional
2010,Finistere,0.023888585495274384,Centre,11417,regional
2010,Finistere,0.15874390858855014,Droite,75868,regional
2010,Finistere,0.036122671454008666,Droite radicale et extreme droite,17264,regional
2010,Finistere,0.09664237425380863,Ecologisme,46188,regional
2010,Finistere,0.2468745226781496,Gauche,117988,regional
2010,Finistere,0.047069950013286545,Gauche radicale et extreme gauche,22496,regional
2010,Gard,0.34287570939652556,Abstention,118719,regional
2010,Gard,0.13836156478793918,Droite,47907,regional
2010,Gard,0.11609698334994008,Droite radicale et extreme droite,40198,regional
2010,Gard,0.0912764083235859,Ecologisme,31604,regional
2010,Gard,0.24232263281780242,Gauche,83903,regional
2010,Gard,0.06906670132420685,Gauche radicale et extreme gauche,23914,regional
2010,Gers,0.3174291753153819,Abstention,33491,regional
2010,Gers,0.02810240078857327,Centre,2965,regional
2010,Gers,0.15659624479892328,Droite,16522,regional
2010,Gers,0.0572758205616689,Droite radicale et extreme droite,6043,regional
2010,Gers,0.07970087292786261,Ecologisme,8409,regional
2010,Gers,0.29152568076051827,Gauche,30758,regional
2010,Gers,0.06936980484707175,Gauche radicale et extreme gauche,7319,regional
2010,Gironde,0.34447713529577006,Abstention,232994,regional
2010,Gironde,3.69620178304774e-5,Autre,25,regional
2010,Gironde,0.050357053092242414,Centre,34060,regional
2010,Gironde,0.14632080074515427,Droite,98967,regional
2010,Gironde,0.0569451631503467,Droite radicale et extreme droite,38516,regional
2010,Gironde,0.08064225202182237,Ecologisme,54544,regional
2010,Gironde,0.2658337891982199,Gauche,179802,regional
2010,Gironde,0.05538684447861378,Gauche radicale et extreme gauche,37462,regional
2010,Guadeloupe,0.3334344046897109,Abstention,69279,regional
2010,Guadeloupe,0.046367687968658255,Autre,9634,regional
2010,Guadeloupe,0.107212644507975,Droite,22276,regional
2010,Guadeloupe,0.484738225186982,Gauche,100716,regional
2010,Guadeloupe,0.02824703764667379,Gauche radicale et extreme gauche,5869,regional
2010,Guyane,0.35703126671945556,Abstention,16683,regional
2010,Guyane,0.015515654760630899,Autre,725,regional
2010,Guyane,0.2883771695165536,Droite,13475,regional
2010,Guyane,0.033856228732852524,Ecologisme,1582,regional
2010,Guyane,0.30521968027050744,Gauche,14262,regional
2010,Haut Rhin,0.3660186175019221,Abstention,119493,regional
2010,Haut Rhin,0.030885204323867342,Centre,10083,regional
2010,Haut Rhin,0.2018121280251909,Droite,65885,regional
2010,Haut Rhin,0.13964045370588757,Droite radicale et extreme droite,45588,regional
2010,Haut Rhin,0.11872256613991614,Ecologisme,38759,regional
2010,Haut Rhin,0.1095363390480508,Gauche,35760,regional
2010,Haut Rhin,0.03338469125516515,Gauche radicale et extreme gauche,10899,regional
2010,Haute Corse,0.26683197999979674,Abstention,26256,regional
2010,Haute Corse,0.1887214300958343,Autre,18570,regional
2010,Haute Corse,0.020345735220886393,Centre,2002,regional
2010,Haute Corse,0.15223731948495411,Droite,14980,regional
2010,Haute Corse,0.027429140540046137,Droite radicale et extreme droite,2699,regional
2010,Haute Corse,0.014085508999075194,Ecologisme,1386,regional
2010,Haute Corse,0.26246201689041554,Gauche,25826,regional
2010,Haute Corse,0.06788686876899155,Gauche radicale et extreme gauche,6680,regional
2010,Haute Garonne,0.33756070769804697,Abstention,195449,regional
2010,Haute Garonne,0.026098265296958224,Centre,15111,regional
2010,Haute Garonne,0.1298298457350899,Droite,75172,regional
2010,Haute Garonne,0.06599954404460073,Droite radicale et extreme droite,38214,regional
2010,Haute Garonne,0.1042842536493703,Ecologisme,60381,regional
2010,Haute Garonne,0.2698927813970197,Gauche,156269,regional
2010,Haute Garonne,0.06633460217891414,Gauche radicale et extreme gauche,38408,regional
2010,Haute Loire,0.33985431153518597,Abstention,41103,regional
2010,Haute Loire,0.036289822478357575,Centre,4389,regional
2010,Haute Loire,0.20497259039382187,Droite,24790,regional
2010,Haute Loire,0.07978138461920078,Droite radicale et extreme droite,9649,regional
2010,Haute Loire,0.08107124843934746,Ecologisme,9805,regional
2010,Haute Loire,0.17327997486419222,Gauche,20957,regional
2010,Haute Loire,0.08475066766989409,Gauche radicale et extreme gauche,10250,regional
2010,Haute Marne,0.35571915768960105,Abstention,32856,regional
2010,Haute Marne,0.025355924863314026,Centre,2342,regional
2010,Haute Marne,0.2087587289557733,Droite,19282,regional
2010,Haute Marne,0.10448763059600498,Droite radicale et extreme droite,9651,regional
2010,Haute Marne,0.07462783521896822,Ecologisme,6893,regional
2010,Haute Marne,0.18503762247604613,Gauche,17091,regional
2010,Haute Marne,0.04601310020029232,Gauche radicale et extreme gauche,4250,regional
2010,Haute Saone,0.313359948145311,Abstention,42543,regional
2010,Haute Saone,0.01801655814501635,Centre,2446,regional
2010,Haute Saone,0.24695795645384638,Droite,33528,regional
2010,Haute Saone,0.11004389970831738,Droite radicale et extreme droite,14940,regional
2010,Haute Saone,0.05323207919625232,Ecologisme,7227,regional
2010,Haute Saone,0.20443563831354408,Gauche,27755,regional
2010,Haute Saone,0.0539539200377125,Gauche radicale et extreme gauche,7325,regional
2010,Haute Savoie,0.373768620855358,Abstention,112005,regional
2010,Haute Savoie,0.01354517059106199,Autre,4059,regional
2010,Haute Savoie,0.029272785519782157,Centre,8772,regional
2010,Haute Savoie,0.19064352074323243,Droite,57129,regional
2010,Haute Savoie,0.08268927865876448,Droite radicale et extreme droite,24779,regional
2010,Haute Savoie,0.1308432110630573,Ecologisme,39209,regional
2010,Haute Savoie,0.13248504992257995,Gauche,39701,regional
2010,Haute Savoie,0.046752362646163705,Gauche radicale et extreme gauche,14010,regional
2010,Haute Vienne,0.314421641318926,Abstention,62125,regional
2010,Haute Vienne,0.026444315104891567,Centre,5225,regional
2010,Haute Vienne,0.13880608345775236,Droite,27426,regional
2010,Haute Vienne,0.05795986537439583,Droite radicale et extreme droite,11452,regional
2010,Haute Vienne,0.090280132601159,Ecologisme,17838,regional
2010,Haute Vienne,0.2735430321127616,Gauche,54048,regional
2010,Haute Vienne,0.09854493003011362,Gauche radicale et extreme gauche,19471,regional
2010,Hautes Alpes,0.33422976049418873,Abstention,25105,regional
2010,Hautes Alpes,0.02156750495919481,Centre,1620,regional
2010,Hautes Alpes,0.16784045371640063,Droite,12607,regional
2010,Hautes Alpes,0.0952831067857761,Droite radicale et extreme droite,7157,regional
2010,Hautes Alpes,0.10890258676926763,Ecologisme,8180,regional
2010,Hautes Alpes,0.2106958848668007,Gauche,15826,regional
2010,Hautes Alpes,0.06148070240837139,Gauche radicale et extreme gauche,4618,regional
2010,Hautes Pyrenees,0.3312298897254069,Abstention,42412,regional
2010,Hautes Pyrenees,0.027193777139108432,Centre,3482,regional
2010,Hautes Pyrenees,0.14296648027240635,Droite,18306,regional
2010,Hautes Pyrenees,0.05190403298866015,Droite radicale et extreme droite,6646,regional
2010,Hautes Pyrenees,0.07664552809971573,Ecologisme,9814,regional
2010,Hautes Pyrenees,0.2710084033613445,Gauche,34701,regional
2010,Hautes Pyrenees,0.09905188841335791,Gauche radicale et extreme gauche,12683,regional
2010,Hauts de Seine,0.34780046206799,Abstention,221295,regional
2010,Hauts de Seine,0.008431954987662471,Autre,5365,regional
2010,Hauts de Seine,0.027892247002058876,Centre,17747,regional
2010,Hauts de Seine,0.24743740864727237,Droite,157437,regional
2010,Hauts de Seine,0.04667829694940827,Droite radicale et extreme droite,29700,regional
2010,Hauts de Seine,0.11574960315589294,Ecologisme,73648,regional
2010,Hauts de Seine,0.148534427208575,Gauche,94508,regional
2010,Hauts de Seine,0.05747559998114008,Gauche radicale et extreme gauche,36570,regional
2010,Herault,0.33133845162981834,Abstention,174399,regional
2010,Herault,0.14468022046292656,Droite,76152,regional
2010,Herault,0.08605349702762626,Droite radicale et extreme droite,45294,regional
2010,Herault,0.08275719249848484,Ecologisme,43559,regional
2010,Herault,0.2968231983843358,Gauche,156232,regional
2010,Herault,0.05834743999680819,Gauche radicale et extreme gauche,30711,regional
2010,Ille et Vilaine,0.345056067417651,Abstention,161489,regional
2010,Ille et Vilaine,0.02135433582331926,Autre,9994,regional
2010,Ille et Vilaine,0.03499085485718193,Centre,16376,regional
2010,Ille et Vilaine,0.16406129809746842,Droite,76782,regional
2010,Ille et Vilaine,0.03772157740893318,Droite radicale et extreme droite,17654,regional
2010,Ille et Vilaine,0.10892976188441224,Ecologisme,50980,regional
2010,Ille et Vilaine,0.23794037708757115,Gauche,111358,regional
2010,Ille et Vilaine,0.04994572742346284,Gauche radicale et extreme gauche,23375,regional
2010,Indre,0.3430735011970049,Abstention,40412,regional
2010,Indre,0.03135134217362514,Centre,3693,regional
2010,Indre,0.17304786321883966,Droite,20384,regional
2010,Indre,0.09053941626907992,Droite radicale et extreme droite,10665,regional
2010,Indre,0.07000356554663226,Ecologisme,8246,regional
2010,Indre,0.21593629556683702,Gauche,25436,regional
2010,Indre,0.07604801602798106,Gauche radicale et extreme gauche,8958,regional
2010,Indre et Loire,0.343741966810431,Abstention,96278,regional
2010,Indre et Loire,0.028051897974922167,Centre,7857,regional
2010,Indre et Loire,0.2086629916312016,Droite,58444,regional
2010,Indre et Loire,0.07178458198851789,Droite radicale et extreme droite,20106,regional
2010,Indre et Loire,0.08444845905572534,Ecologisme,23653,regional
2010,Indre et Loire,0.1841921110508126,Gauche,51590,regional
2010,Indre et Loire,0.07911799148838937,Gauche radicale et extreme gauche,22160,regional
2010,Isere,0.36246278547144806,Abstention,188709,regional
2010,Isere,0.012442617597910224,Autre,6478,regional
2010,Isere,0.025620882392486027,Centre,13339,regional
2010,Isere,0.14397172656204982,Droite,74956,regional
2010,Isere,0.08366786393407986,Droite radicale et extreme droite,43560,regional
2010,Isere,0.12302787008047941,Ecologisme,64052,regional
2010,Isere,0.17394886963870695,Gauche,90563,regional
2010,Isere,0.07485738432283964,Gauche radicale et extreme gauche,38973,regional
2010,Jura,0.33412222572841066,Abstention,44471,regional
2010,Jura,0.027521074696839922,Centre,3663,regional
2010,Jura,0.2012802596582969,Droite,26790,regional
2010,Jura,0.10001652917399209,Droite radicale et extreme droite,13312,regional
2010,Jura,0.0832844971374476,Ecologisme,11085,regional
2010,Jura,0.18382695457482456,Gauche,24467,regional
